userId,movieId,rating,timestamp
53,3175,1,1029436315
503,4159,2,1914457498
1653,3263,4,1172100761
923,172,1,1552445295
974,447,3,1008267812
457,793,2,1381672034
1592,3424,2,1157694702
567,3281,4,1197294848
444,4603,2,1860934260
1862,3521,3,1798252515
835,2333,5,1825630209
1859,543,3,1553365982
802,3143,5,1566864861
530,1481,2,1197618424
1041,896,1,1957440974
1857,1076,5,1367237763
1814,1051,2,1392977823
1653,3143,2,1167537434
1740,3380,4,1855445500
1513,3602,1,1818051799
106,3018,3,1661067299
1927,1606,5,1203235038
818,2796,5,1275761469
1189,1828,2,1730807861
652,2447,4,1191247998
131,4846,3,1695064048
1736,1539,3,1049111459
422,2238,2,1102429761
304,1834,5,1160394140
1739,4058,1,1737339089
1285,4435,3,1211532988
50,3538,4,1403593144
1768,1356,5,1289445704
813,1912,5,1289198413
1440,3383,1,1798003471
159,4329,4,1523128272
62,1020,4,1597873911
1627,4269,2,1180974490
1181,3813,2,1665968734
418,931,2,1396914759
176,775,1,1517359001
1049,4366,3,1808443867
1888,3956,1,1077233398
1181,1194,4,1027673710
1538,3092,3,1738986263
900,3933,1,1599293134
1725,3030,1,1595382373
558,4556,1,1084044119
1157,3921,4,1858915004
927,3275,2,1919356255
889,2197,1,1379441251
672,3075,4,1925096615
429,4924,3,1460528548
932,3057,2,1294066983
855,2631,1,1150265777
783,4914,1,1167356975
55,1324,3,1420094477
1615,2132,3,1941095797
283,2962,4,1344590367
449,892,3,1444710506
676,2144,3,1696962072
681,3703,1,1607010449
554,4975,3,1925711002
655,1063,2,1657815118
44,696,1,1394218705
108,569,1,1868985895
1898,289,5,1340141238
40,1269,2,1761437151
1272,772,4,1631181697
1174,2666,1,1750537466
1571,2006,1,1189232891
1452,2952,3,1302677274
1420,1769,4,1630797972
933,45,5,1654543643
454,432,3,1552913792
598,2952,1,1014491934
392,3713,2,1744602294
935,2105,1,1270240048
1933,4116,5,1583019624
1911,3102,3,1545830003
882,4181,5,1545668133
1094,131,3,1729409697
1551,4544,3,1099558660
684,372,5,1872588869
782,4471,5,1474162072
298,1197,1,1324414447
21,2793,3,1411116126
1060,3816,3,1569624462
676,4248,4,1942462234
40,1256,2,1162961559
1403,3110,4,1768298001
1770,4596,1,1791581373
1878,690,3,1081506760
569,4552,4,1215428375
1853,4551,1,1338101118
1226,4460,2,1099920717
613,4848,3,1013278206
79,880,5,1702189631
942,1592,4,1084989432
513,3509,2,1813504147
1424,1212,4,1555631789
863,4298,4,1321011311
1382,4228,5,1778107106
1793,2896,5,1673784341
1457,992,1,1484120983
242,4684,2,1464021501
1406,4247,1,1834119030
837,2721,5,1183438811
274,153,5,1499640516
1517,2652,3,1660302459
1629,3519,1,1662108519
1121,3838,4,1747075140
984,4829,1,1921398314
986,68,5,1277419274
1027,1114,2,1305300643
464,975,3,1658981287
1597,2336,5,1009375233
545,3169,1,1952429647
153,2985,3,1035788344
1091,3161,3,1942626571
1008,1221,2,1200384275
1470,1235,4,1276366570
41,4236,1,1271901951
909,1794,2,1246396540
1998,4945,2,1604878196
625,451,2,1341745311
647,1244,2,1282970700
1086,66,5,1520308412
1624,1632,2,1256048943
1813,2323,2,1983588516
391,547,1,1889439802
694,4126,3,1633854436
1066,4793,3,1445744876
919,2275,5,1610067458
1288,1584,3,1333627669
817,2345,3,1874614633
1792,509,5,1980811151
165,1412,3,1732246996
245,1261,5,1380768357
273,733,3,1631328327
1829,2936,4,1057806458
778,306,4,1520914211
316,2823,3,1094933889
1218,2112,1,1457608735
1641,4741,1,1442800013
1851,2983,1,1152296146
153,1552,4,1732706436
553,1279,1,1356999752
1666,2238,3,1362090033
290,850,2,1603838929
689,3027,4,1886855859
966,2816,2,1664955640
102,457,5,1094730512
1267,4827,5,1726999252
274,983,1,1002662125
80,2038,1,1008830591
1589,2484,4,1613087872
1144,201,4,1562861118
1050,1885,5,1945524964
1436,4559,4,1206766256
39,3709,2,1648730219
417,4841,1,1971429359
966,4248,5,1352455544
1408,3167,4,1088402470
1777,2807,1,1010919531
641,3864,3,1165610881
594,3460,2,1460514866
742,2216,5,1792778790
1997,962,2,1889624934
142,2318,3,1093657597
1759,3057,5,1182817332
1174,4142,5,1700769367
419,4181,2,1995441167
327,1668,5,1109257027
1416,3364,1,1239001130
703,456,1,1166253036
919,3710,1,1866097717
711,3740,2,1703806162
1843,3762,4,1709013285
193,4814,4,1016627014
1543,3775,1,1954499230
1779,378,4,1359351374
337,3387,4,1610476626
328,739,3,1388747465
1607,3087,5,1729655377
1682,1985,2,1370503554
932,2927,5,1772209284
1647,949,5,1175880742
151,3413,1,1005371411
1720,338,5,1115379731
1125,4442,5,1560368013
355,4925,3,1516881489
309,4177,2,1426071139
1419,1295,4,1580555454
1003,4114,5,1105219163
85,2544,4,1957497006
1218,1582,2,1852849634
1754,4212,5,1619896129
912,1025,3,1063172321
643,2731,5,1824171684
1706,1160,2,1395912183
853,228,1,1134137590
331,1404,1,1044827499
567,4137,5,1758244700
1128,3494,2,1624841937
636,4579,5,1345608870
1614,4973,1,1828820515
577,3778,1,1000110718
829,1163,1,1036150845
220,3566,2,1677996462
1545,2728,3,1285898891
914,2711,2,1706103815
909,697,2,1596300226
1571,177,1,1981721304
236,1251,4,1800129130
1880,2512,3,1287480516
265,3623,1,1550680492
865,1716,3,1777251766
851,2415,5,1402217634
227,1132,1,1294714765
1380,1554,3,1928660750
68,1552,1,1514453497
571,879,3,1928643677
1251,2067,5,1730278083
1582,3059,1,1027186641
1372,4916,2,1933230701
404,988,4,1837370531
1395,2869,1,1157208709
62,872,5,1447149431
285,1739,5,1740045199
239,4480,5,1512312065
1822,3880,2,1177514245
1034,3757,4,1220355526
1904,3579,3,1639784141
1284,4025,3,1379310935
195,3598,3,1355034087
1345,1836,4,1390665870
273,2921,5,1059179999
762,4447,1,1349289371
1164,4356,4,1002010377
406,3390,4,1606078213
874,1033,3,1296477500
223,2184,2,1647214475
1454,582,2,1581031688
1341,4531,2,1093339989
1051,748,5,1560081784
1893,4488,1,1627094736
261,3040,5,1717292179
1780,700,5,1511787990
1686,2685,2,1618971688
648,819,2,1236147996
726,2815,2,1430562941
1922,3913,2,1774423511
1479,3010,5,1804191356
248,4424,4,1663354457
1762,4863,4,1550050213
1214,2621,2,1247054982
826,3980,4,1207429824
181,3594,4,1403174297
340,4882,5,1318065066
1703,2153,1,1371449661
46,2898,3,1302220854
1948,1321,3,1265009477
1448,603,3,1011026775
531,3095,1,1148760798
1890,1865,4,1721684413
1821,3462,4,1800637516
841,2619,5,1386183446
1335,2535,1,1569204778
1216,1396,4,1015479854
1973,1046,5,1295879927
268,3060,1,1217953580
1608,3049,5,1795541320
863,1538,2,1184891408
1827,1962,2,1556285553
389,200,3,1843661937
719,3065,5,1683979400
1104,3450,3,1068968443
1593,2131,5,1876843142
411,1354,2,1937434441
1013,3789,2,1844029548
1256,480,5,1180166750
764,3971,5,1410418077
282,3937,2,1530595520
1072,588,5,1907400311
1917,4474,4,1252916092
109,1664,3,1794257868
1418,4473,5,1123408982
1412,4050,5,1185230908
92,2592,1,1811586817
661,30,4,1332909368
1760,4566,1,1159248285
536,1135,2,1014180927
1714,897,1,1871684600
1813,4467,4,1054734383
261,2409,2,1216514250
1072,1941,4,1762930421
689,737,3,1476272297
1584,2616,4,1285541930
427,2365,5,1592058662
1071,1072,1,1039424516
1464,1619,4,1437463294
297,1977,3,1701760461
1064,2562,4,1623417439
1304,3969,3,1428460365
567,4974,2,1318500899
1782,4934,2,1864374975
736,2160,1,1083994316
239,4927,3,1036420944
1999,1747,2,1762872061
1254,1452,1,1547340844
54,1555,3,1115461199
228,3791,1,1916311235
1145,501,4,1340056932
1754,3927,5,1292654390
1946,143,4,1849013607
414,4025,4,1567843580
674,686,3,1989915673
1657,3789,1,1187061181
431,1975,1,1420747769
364,4313,5,1837795036
1017,973,1,1604812859
1084,941,1,1145456920
1769,4594,1,1748835718
773,916,3,1920322270
1461,2197,5,1029090850
218,1447,4,1118361036
1729,2401,1,1408478902
1525,4172,5,1031197418
43,1935,1,1918375936
826,943,5,1637112497
950,617,3,1369677280
622,4350,2,1568747277
1898,737,1,1623713083
986,1131,1,1176420546
180,4238,1,1820114076
162,2668,2,1379551790
761,1580,3,1913605245
1037,1601,5,1563322420
5,4010,1,1222840797
1532,55,3,1712587456
487,233,5,1757484727
1814,3153,1,1048872108
1159,3049,2,1237815256
406,149,4,1450024857
1362,1266,2,1344584591
1939,300,1,1816125155
1782,3970,2,1504346086
728,4822,2,1662215304
1507,337,1,1763927322
180,1481,1,1693388301
1678,2032,2,1239588824
399,275,5,1198184253
1052,1665,1,1626682856
87,2962,3,1520979633
1718,3941,5,1433426392
751,1741,1,1095602638
1665,4972,2,1554291301
111,1594,2,1650902202
376,1336,4,1425414704
335,2796,4,1331705446
1159,4097,3,1622615709
1791,303,2,1882787846
8,3023,3,1074166117
1178,923,3,1417906603
1784,3788,2,1007805101
1243,1301,3,1584601974
889,4498,4,1058886328
1447,4200,2,1399053375
60,432,5,1614140638
648,858,5,1170083950
16,1504,3,1235468938
1678,1562,5,1383196618
287,2269,3,1158689341
140,1938,4,1670090620
1150,3311,5,1683544780
1284,1307,4,1822314635
816,3454,5,1960706416
1494,4660,2,1855500548
831,1251,4,1630029637
1993,2088,5,1253128995
1554,1796,1,1519920377
445,2490,1,1892901724
1344,3648,3,1517270233
1028,3716,4,1913388762
733,83,2,1365853133
663,3616,1,1421247569
859,939,5,1119889145
1129,2944,5,1501774371
1225,3082,2,1264201044
728,3428,2,1865110696
1391,4113,2,1756238302
119,954,4,1009263348
14,1600,1,1642581880
1546,2228,2,1877363994
1451,3736,3,1379575627
1955,1703,4,1498423692
1716,332,1,1906264233
1062,4326,2,1597472427
811,3714,3,1735832360
1708,2650,5,1679317391
976,363,3,1728781813
483,4566,1,1888425273
1589,1262,4,1819661322
36,4783,3,1434599328
440,4073,2,1730585638
12,1773,1,1319778736
506,3560,2,1106975806
811,2830,5,1039326384
160,2275,1,1347551397
97,3501,2,1260467972
1307,1929,2,1506882696
1003,2613,1,1163271847
501,1277,5,1238259612
1677,2285,4,1842840836
1433,2647,2,1212124127
940,1597,2,1754588494
1038,1198,3,1690608799
1195,1364,4,1618048277
1025,3079,2,1450721358
1382,3149,4,1698346833
883,755,4,1869687458
173,3359,4,1789056657
1435,1792,5,1652817109
1228,4532,5,1820634974
1752,2259,3,1581149872
1551,3449,3,1241280385
1607,309,1,1093259488
1025,3932,5,1878133209
1956,4161,4,1182305703
1065,1155,2,1347419963
1930,470,4,1860821490
112,65,1,1669945850
590,1808,1,1757487231
1544,2470,5,1568589359
419,972,5,1038005906
1427,3947,2,1968695449
569,3350,3,1581740076
1653,1644,1,1037174264
1221,4357,3,1065453600
73,3128,5,1971766207
562,493,4,1353860794
767,3923,2,1822100336
1415,1018,5,1111395111
1256,311,3,1616401862
1545,1882,3,1528828161
1711,3191,5,1639147596
1680,2405,1,1528607608
191,3328,1,1042036947
223,1802,2,1571496974
681,2533,5,1006076646
1533,1889,3,1607477827
1859,323,1,1460721752
522,1992,4,1703641566
647,3612,5,1957293050
47,659,5,1154997106
985,1233,3,1876697043
1115,621,2,1706112537
232,532,1,1442655165
687,4303,3,1240764278
779,2391,2,1333345765
665,4790,4,1198319110
886,1581,3,1738173582
706,136,2,1653191938
1868,287,5,1969823856
419,3417,2,1964984065
1274,2121,4,1033880019
714,3982,5,1696058781
1874,3529,3,1292901823
983,2086,4,1674168367
1681,1445,4,1892447814
1540,4576,3,1386828043
1429,4907,4,1559312125
1563,1604,4,1413273419
1770,3655,5,1121089465
35,449,3,1928824103
387,3304,1,1569293732
780,2319,4,1818885134
547,4179,3,1912412072
1514,4896,4,1365369701
1474,4504,4,1185842359
432,30,1,1165213443
1862,4891,4,1663562271
1027,50,5,1508033899
184,4070,2,1118405112
1252,255,1,1775028368
1072,3052,2,1433018836
1288,4105,3,1347007733
1612,1171,3,1787323690
1000,4733,4,1141883127
345,4740,3,1107326492
288,39,2,1951617406
1685,2533,2,1498269066
1930,4413,4,1457458749
1274,2565,3,1064489568
1885,1162,3,1200670781
869,2271,4,1071016875
725,4895,3,1874574842
1948,4240,1,1682463539
1567,4775,4,1830379159
534,2850,4,1358280210
1088,3772,2,1225176244
1056,3052,4,1059031358
1703,1482,5,1532960279
114,4601,2,1653723124
89,366,4,1576885008
1300,847,5,1411983799
1286,2652,5,1832380675
745,4978,3,1461483755
988,4400,5,1676488965
1736,1150,3,1739358957
505,3968,2,1690279410
1192,1470,5,1864286031
114,1032,4,1655850846
327,1555,1,1122475376
344,3972,2,1377847196
1409,4211,5,1802752985
1859,988,4,1320492639
1046,1692,5,1568631239
1194,2388,5,1946510418
1044,2070,5,1606403645
925,3688,2,1989433221
183,12,4,1357565585
637,4205,2,1915625157
1293,61,3,1651139025
770,1737,2,1125649102
1614,4903,3,1332983283
1494,3751,2,1551332419
1487,2364,1,1464697176
445,2875,3,1420169120
1635,20,3,1224346229
319,3509,1,1404775415
1242,4119,3,1806961013
1445,3688,5,1952403082
167,1408,3,1524250537
1093,180,4,1619403999
1044,2956,2,1278188082
1297,3800,4,1667621456
540,3530,3,1429764335
1580,411,1,1539522187
212,1730,5,1443105264
275,4724,1,1585190145
374,3291,3,1946081115
330,1709,1,1333637793
1453,1216,5,1676744682
1306,1001,4,1815568580
126,2617,3,1031999175
1588,2675,5,1694400898
50,3688,3,1541532856
471,2311,5,1480829940
482,1265,1,1017023287
1885,1092,2,1251787024
1870,3436,4,1950078691
1393,1836,5,1874103105
1953,1383,5,1682501980
736,2026,3,1494822500
62,4811,2,1329276841
1668,3874,2,1978661714
1146,3552,3,1001594711
1311,906,1,1189911392
1537,3432,3,1337998504
1795,892,3,1640768159
682,608,5,1156328832
1667,2903,4,1913833046
1437,2519,3,1231717042
1381,270,1,1383091381
1459,4005,4,1799541882
1051,4048,4,1272514785
208,3548,2,1025874544
894,3024,2,1368434909
1418,1754,1,1188273567
1643,3892,5,1634489882
49,1688,1,1821597133
571,2601,3,1813252828
1502,1216,4,1255335479
1318,4659,2,1547595397
118,380,4,1936529825
144,1059,5,1254507915
977,351,5,1867674534
456,779,2,1044662905
95,4933,5,1976773921
420,4972,4,1187433934
1956,3692,4,1847681396
34,2662,4,1034312054
253,2956,4,1348481121
1996,1251,5,1518872759
1130,3269,2,1929011335
1409,3591,5,1966492919
1628,487,1,1082793611
909,1487,1,1397460179
1054,1215,3,1697133574
1984,4670,3,1720328667
558,893,1,1306772281
1322,4606,1,1434550347
1982,1955,2,1008869994
610,1191,3,1066667180
698,2478,3,1656066507
989,2417,1,1307058408
721,1072,3,1823963431
782,3272,2,1241134964
817,2176,2,1200411634
1276,2898,1,1847709626
1807,4728,3,1003316290
1919,376,5,1662220773
874,1829,3,1870899911
192,2747,4,1375488529
509,323,5,1570935420
512,478,4,1333088016
366,3422,3,1485614242
368,2735,2,1971240476
1998,3833,4,1541220085
198,4538,1,1452758947
1491,4756,1,1443403358
1844,2452,1,1135455115
1282,590,3,1976307431
92,2223,4,1258890290
681,2625,5,1710149312
307,2167,2,1319867512
1036,4409,3,1417018021
1837,167,1,1402309478
998,212,2,1895381016
1093,1735,3,1355525222
1498,4465,1,1189760205
1179,977,5,1058705445
1792,3881,3,1908261719
444,2738,4,1085105012
624,4062,3,1616234051
1207,1200,3,1315746889
1796,3708,5,1861321203
983,3181,2,1332581016
632,4469,4,1405896136
1622,1278,4,1537302619
1933,1089,1,1362040257
1566,3033,5,1519482062
774,1194,5,1074054678
802,2436,2,1287194105
1231,916,4,1639056654
1165,427,4,1295137846
1587,3371,4,1207021494
1821,1473,3,1328449836
1565,2738,1,1298959237
1556,394,1,1760355621
193,3747,1,1197669348
131,2352,1,1481498543
6,285,5,1956583246
1057,690,3,1992729798
1240,1646,1,1677583490
1161,492,3,1323992448
1027,1590,4,1118934496
1402,2977,3,1954753063
1537,1416,2,1100601651
1831,2200,3,1426054273
1302,2033,4,1777530789
392,2890,5,1665306515
1824,2794,5,1466762921
1629,4809,2,1113052404
1390,1475,4,1488609241
445,4003,1,1961570420
1332,1310,5,1893700653
1164,2226,2,1532027201
73,1027,1,1509243771
708,1771,5,1861705162
1440,2174,3,1569619487
1392,753,3,1238409997
1299,1348,5,1038753565
910,3420,3,1977757113
260,4752,4,1144126356
1913,2203,4,1592982702
1694,351,3,1034824483
1118,1063,3,1952389966
139,822,3,1308784972
205,2359,2,1854008404
10,414,1,1525067523
276,3659,3,1466904613
282,1580,3,1299726539
1166,440,3,1008148080
446,807,4,1546433948
1619,3617,1,1437396157
523,600,3,1111233256
1594,254,1,1899300387
1831,3396,5,1541854705
963,4487,4,1857544746
852,398,1,1285990986
1022,4753,3,1265503861
1533,83,2,1571030335
1701,2936,1,1080343130
1339,4079,4,1238373351
1238,957,1,1791897741
19,2976,5,1320651300
1708,2292,5,1079252932
1633,4064,1,1955628939
1326,2642,2,1045401786
111,3330,3,1559822833
174,2372,5,1678783885
729,4417,3,1899942748
1024,133,3,1640288753
454,174,4,1127164778
930,581,2,1579867855
1777,4770,5,1080958828
1004,2147,2,1889614467
287,2939,4,1290309961
1178,4925,2,1341957356
1764,456,4,1714576430
1306,3483,1,1423239470
1125,2234,3,1603262864
259,4235,2,1561738110
1332,206,4,1393433603
11,4391,2,1502286149
285,3846,5,1830002837
1956,3962,2,1849833215
1977,1661,2,1645301679
1351,2707,2,1260601192
1870,959,3,1021551276
1324,331,4,1294127696
1721,4619,2,1969286357
1760,364,4,1385226490
829,2652,3,1161753873
1926,1590,3,1281361493
855,4295,3,1899317258
1114,4385,1,1660806839
596,3334,5,1034344953
1459,176,4,1462760582
582,1102,5,1144067528
1673,3356,4,1475998726
487,3311,2,1506464334
1748,2443,4,1625866002
1036,3583,4,1165958839
686,1405,1,1734137901
1594,2857,5,1961201039
105,4148,3,1124398549
1248,2309,1,1732138042
1344,4976,2,1032350648
116,4885,4,1898109582
376,1050,1,1478105705
1888,541,1,1656561705
1069,575,3,1089755526
413,688,5,1527558166
552,3608,1,1422754248
1853,3859,2,1065149001
1015,870,2,1318696529
82,3002,1,1154679481
1798,3574,1,1148589599
1042,2640,2,1659188520
1886,2599,5,1049558703
1282,3860,3,1086285706
1161,684,5,1480530696
519,2930,1,1057251943
773,4273,1,1131772572
947,4497,3,1707696437
1745,2714,1,1031171260
1063,2797,2,1887708166
926,1835,1,1308771679
336,2802,1,1705304887
1670,1851,1,1928100854
623,2544,4,1430494724
1120,3555,2,1702636133
1564,1999,1,1959847345
1628,48,1,1988337842
139,1750,5,1421778714
1094,373,2,1759326428
1696,725,3,1596956586
1221,2336,4,1621755052
272,1360,2,1853338547
1212,4087,2,1287803883
34,1727,2,1418769095
1216,2352,2,1183859997
1825,4631,3,1326012281
1776,2488,4,1437661008
1819,1413,5,1020324133
207,3445,2,1267172538
1588,4567,4,1886603753
274,3211,3,1989156058
851,1100,4,1223507122
1128,3464,3,1311962297
1325,766,1,1482092068
54,1173,2,1039339016
1815,2960,4,1302890441
185,1113,1,1903404374
1763,2074,5,1548646535
685,463,4,1260610016
1245,4643,4,1699785568
789,1304,1,1147410020
1704,4158,4,1360080682
667,4847,1,1214945944
1498,997,4,1181092506
1790,1544,2,1874165918
740,3315,2,1117412358
1181,883,3,1930181140
1441,4732,5,1658300115
680,1539,5,1797974244
1412,2293,2,1527597694
1340,844,2,1438345403
1492,3529,2,1122677914
1496,3729,5,1659109215
1329,3356,5,1734395854
1785,2815,5,1062088675
1689,1205,4,1814572889
1884,2358,3,1899415353
1095,3099,3,1668403809
678,884,2,1808934321
82,3393,2,1961526193
830,1948,3,1481887832
1120,407,4,1140592412
786,729,1,1016056108
1294,1790,1,1423714384
1071,3459,4,1897293347
1340,3742,5,1700475494
976,2201,3,1668165034
185,4301,1,1374690488
1539,867,2,1495544213
367,1618,3,1778005200
837,4802,2,1299765150
1456,514,1,1921647302
1465,4509,2,1758501079
1876,4529,4,1272067472
1490,4634,5,1207068117
1885,2132,4,1329850542
1396,3330,5,1889325125
737,572,3,1903840724
396,1489,5,1851754233
1095,4590,2,1213886248
107,1837,5,1539940337
1171,3842,2,1591794203
342,4767,2,1143848204
1738,4101,1,1827767064
1872,1170,4,1674559333
1502,3783,4,1302520518
315,766,2,1014418096
175,4901,5,1835064872
1701,3142,4,1985884346
1987,3512,3,1231248901
1638,871,2,1656257536
687,1519,3,1475400176
896,709,2,1359509067
1522,2407,3,1882392589
1464,211,2,1066347591
797,3102,4,1084972161
575,2294,5,1876177026
626,3384,5,1235921115
790,3658,1,1341143855
1310,1298,1,1532932798
211,4542,5,1160436380
685,3437,2,1758528952
225,2132,3,1486416238
1269,4622,2,1152907189
1850,1417,5,1687214595
490,1940,3,1699103907
1406,590,5,1626307757
1652,4672,3,1331285559
1843,644,5,1737579427
1628,749,3,1641790694
1490,4841,2,1864649467
1351,929,2,1827099525
1582,1410,2,1021661115
341,29,5,1552222963
788,3230,5,1185611906
1014,1389,2,1781765405
823,3818,4,1093608961
657,3319,5,1914682817
1124,3697,2,1162936183
1653,4189,4,1152479433
305,2293,2,1429092548
446,1555,4,1280672332
892,2608,2,1728302005
1958,4936,5,1432545278
285,3526,3,1988825947
1548,3627,2,1629300416
698,1673,1,1641739850
1973,529,5,1473175480
720,2170,5,1686183521
1478,4785,4,1325741380
773,4232,3,1733573331
1532,857,2,1775439431
3,3250,1,1341608488
237,4933,3,1915751154
1485,3132,1,1006186464
1934,878,4,1996304431
210,3619,1,1688899921
1373,2135,2,1765050274
389,278,2,1762081969
1172,4003,3,1273846059
335,338,1,1430097766
32,3434,3,1944470431
1728,1407,5,1041005149
1245,1864,5,1699289495
490,4733,2,1473245793
1885,4588,1,1765228952
1142,3051,1,1401695936
1126,4310,2,1884221210
1512,3275,3,1481572336
1553,281,3,1080695778
451,38,3,1951269446
1027,2577,2,1154015127
540,992,3,1475144535
1706,2292,4,1509063666
1744,2795,1,1826852470
745,1269,5,1960273655
1708,2927,5,1898835300
558,4276,1,1822156897
461,1528,2,1666914431
186,2565,4,1968398125
1234,314,4,1505787831
432,1933,3,1930888367
1159,1524,3,1823982747
35,4068,1,1980615437
166,3789,3,1560704176
359,1156,5,1470227669
86,2599,1,1177188017
565,1340,5,1881089825
1807,4338,5,1467645751
1771,2827,2,1188560756
98,2995,4,1237932989
928,3204,5,1408157486
1495,2862,3,1735674356
222,1942,3,1205404326
842,1779,3,1528004821
133,1483,3,1529975275
236,362,2,1339505321
1861,3481,1,1079897258
590,3835,3,1306333446
472,992,1,1311307480
935,4559,1,1471638393
1141,3817,3,1642096511
246,405,4,1709594222
1619,4551,2,1847092256
297,4405,4,1589906280
702,2046,2,1283600057
1205,4554,5,1201363176
165,922,1,1816143970
1658,2402,5,1304784063
748,676,2,1519929261
448,4076,4,1186175793
971,3537,2,1782124513
1157,517,4,1094067986
974,2393,2,1412258638
866,797,4,1871994307
251,4066,4,1948674388
24,3749,4,1719806959
803,4974,3,1418484279
1441,2401,3,1076267022
976,1497,5,1594731706
1171,1966,5,1936986892
497,911,4,1559356632
1478,2578,3,1499173177
1492,2112,1,1220216492
957,143,1,1790149164
1291,1137,4,1793575017
789,1124,2,1545781997
412,3543,2,1208125632
1887,3517,4,1369909528
1543,152,2,1847366255
1616,4019,5,1694115255
1362,3361,2,1523476859
1370,1474,3,1706429424
644,1938,3,1717337611
1963,1361,5,1943922443
1073,4193,5,1787484139
529,2474,5,1100678810
1099,3756,1,1101252233
1984,4921,1,1446982654
1358,1205,2,1253573456
256,935,1,1119903906
170,3656,2,1987544443
660,862,5,1321889434
462,3776,3,1983188673
475,842,2,1409529694
889,1183,3,1094858991
1442,832,2,1774552056
1342,3320,3,1173071457
682,891,5,1455513793
1658,1997,2,1925302552
1239,3528,5,1197424962
365,4955,4,1464267032
