product_id,name,category,brand,price,min_order_quantity,bulk_discount,rating
37,B2B Product 37,Manufacturing Tools,Brand_43,433.12396987713316,90,0.21105496452497186,3.077520672242711
38,B2B Product 38,Raw Materials,Brand_45,2799.7600308996116,95,0.21943242115212114,3.3567271592291483
39,B2B Product 39,Manufacturing Tools,Brand_3,4094.2614669995246,49,0.2521983124609996,4.672054007293068
40,B2B Product 40,Raw Materials,Brand_16,4822.060557299945,86,0.05577932351557256,4.360335369282862
41,B2B Product 41,Industrial Equipment,Brand_21,4292.714634457531,49,0.11992848215491535,4.065739736213148
42,B2B Product 42,Industrial Equipment,Brand_30,1780.1662009447298,65,0.05430546929612011,3.125034760739016
43,B2B Product 43,Safety Equipment,Brand_29,1474.8365479642528,66,0.24501809934463542,3.0184905387790213
44,B2B Product 44,IT Hardware,Brand_46,4523.065933730027,42,0.2230606742290474,3.8052880148284207
45,B2B Product 45,Office Furniture,Brand_41,2731.2016590875487,87,0.2325159564636598,3.502014298486714
46,B2B Product 46,Office Furniture,Brand_2,1416.6678634284,16,0.28552342593766267,4.066471325259204
47,B2B Product 47,Industrial Equipment,Brand_16,3428.512650490494,61,0.09436679244750666,3.9067246498305392
48,B2B Product 48,Industrial Equipment,Brand_38,2994.2469248063735,12,0.1752953076271892,3.4244745247628448
49,B2B Product 49,Office Furniture,Brand_31,2987.5128469607203,84,0.19860911706164508,3.7684025423733676
50,B2B Product 50,IT Hardware,Brand_30,4013.883842211897,99,0.0761852069752577,3.1117294266475772
51,B2B Product 51,Office Supplies,Brand_37,2817.960596041244,76,0.19964322859655576,4.235876596160125
52,B2B Product 52,Office Supplies,Brand_43,3535.0603749956103,20,0.1634688919460629,3.9889623024171654
53,B2B Product 53,Manufacturing Tools,Brand_42,3890.7075789422206,53,0.05792952888564336,4.5510449195012965
54,B2B Product 54,Safety Equipment,Brand_11,2349.156558250872,88,0.22398845664362582,3.2365827058578915
55,B2B Product 55,Office Supplies,Brand_15,866.7432503878383,59,0.24187099473017787,4.584565668638811
56,B2B Product 56,Office Furniture,Brand_27,2778.7588536834533,23,0.050707129490198,3.5717538969416984
57,B2B Product 57,Industrial Equipment,Brand_3,1607.258818054103,64,0.13787601914698472,4.276214956085589
58,B2B Product 58,Safety Equipment,Brand_39,4261.985838770942,97,0.09719380765510964,4.087372857172467
59,B2B Product 59,Raw Materials,Brand_17,1032.423015527519,11,0.20926170937510558,4.65064750990388
60,B2B Product 60,Safety Equipment,Brand_26,2781.046926398217,52,0.26284399467962616,4.6967545666438015
61,B2B Product 61,Office Furniture,Brand_15,3564.575080017753,47,0.2406323448125946,4.341601704611606
62,B2B Product 62,Raw Materials,Brand_4,1468.3969203397428,25,0.24454963655354955,3.3985497744692106
63,B2B Product 63,Industrial Equipment,Brand_40,1412.4384105601405,36,0.29158742267599064,3.105044995730205
64,B2B Product 64,Raw Materials,Brand_41,2416.3804426736287,19,0.1888626184181964,4.110540350602255
65,B2B Product 65,Industrial Equipment,Brand_45,4495.872262477991,97,0.10305557954266768,3.6282240839510322
66,B2B Product 66,Office Supplies,Brand_32,3701.7229555529316,76,0.2654464787755621,4.187787797477799
67,B2B Product 67,Safety Equipment,Brand_18,2120.3081453950504,76,0.26848944896918886,3.445682792046545
68,B2B Product 68,Office Supplies,Brand_24,3068.893737971891,53,0.1934338711630984,3.9053531680634475
69,B2B Product 69,IT Hardware,Brand_20,776.1916430225839,89,0.12888806998824837,3.0976780496631413
70,B2B Product 70,Office Furniture,Brand_31,3175.071141708358,13,0.11289744687476826,4.31986335531718
71,B2B Product 71,Safety Equipment,Brand_1,933.5171556078751,51,0.17979079134899661,3.1987226494094343
72,B2B Product 72,IT Hardware,Brand_22,1296.3878376236603,55,0.2735658950144643,3.305177533496828
73,B2B Product 73,Office Furniture,Brand_24,3610.6560104562714,77,0.08085285875960053,3.051555477966872
74,B2B Product 74,Office Supplies,Brand_46,1859.235823846001,11,0.25454231109763925,4.211347798121379
75,B2B Product 75,Manufacturing Tools,Brand_33,4623.280378835602,11,0.11484944881190846,3.6947908701287213
76,B2B Product 76,IT Hardware,Brand_7,2832.186430866509,24,0.2528575102893111,4.93364560172289
77,B2B Product 77,Office Furniture,Brand_6,2066.46805753888,16,0.19680604552250375,4.7081724667981115
78,B2B Product 78,Manufacturing Tools,Brand_25,2178.836627186095,86,0.277550949881798,4.076317005164276
79,B2B Product 79,Office Supplies,Brand_5,2739.8205976150743,25,0.2791354454873021,3.5382065883015263
80,B2B Product 80,Manufacturing Tools,Brand_3,3508.264795996442,21,0.14453762659495495,4.044101533185632
81,B2B Product 81,Raw Materials,Brand_19,4548.843138135756,75,0.25208005756237223,4.817724999134756
82,B2B Product 82,Safety Equipment,Brand_29,4295.982436455028,50,0.2763098593752293,3.202492954769637
83,B2B Product 83,Industrial Equipment,Brand_21,2436.2476287248883,26,0.08795270906736895,3.331322655609177
84,B2B Product 84,Office Supplies,Brand_17,1709.356009785461,44,0.06703839646657682,4.75626813162202
85,B2B Product 85,Industrial Equipment,Brand_22,2304.2073467408636,1,0.08807797901817131,3.884596975868239
86,B2B Product 86,IT Hardware,Brand_32,1244.7212110547764,62,0.15502519660344272,3.326322259054285
87,B2B Product 87,Industrial Equipment,Brand_25,3493.0392114826864,78,0.15962985155473974,3.7227130900493908
88,B2B Product 88,Raw Materials,Brand_19,1858.9869725801445,5,0.12775149469326869,3.700272444979166
89,B2B Product 89,Office Supplies,Brand_15,2466.094325090259,63,0.16455464797179925,4.151092245573086
90,B2B Product 90,Safety Equipment,Brand_19,2291.2044211607863,55,0.07268800191075624,4.9500453943073826
91,B2B Product 91,Office Furniture,Brand_49,4518.597669579888,25,0.14011651531764607,3.184367639044716
92,B2B Product 92,Office Supplies,Brand_20,1991.7158913182766,99,0.21508727237100006,3.0299931458996925
93,B2B Product 93,IT Hardware,Brand_21,463.67005316511523,71,0.13475621171376256,3.707138407610862
94,B2B Product 94,Office Furniture,Brand_42,4382.98420391255,75,0.06763819043490403,3.980401467963791
95,B2B Product 95,Office Furniture,Brand_8,1858.3811776082334,89,0.11297778183205533,4.3580695274210175
96,B2B Product 96,Manufacturing Tools,Brand_34,1518.9906563010575,76,0.23331797827585038,3.014457096105012
97,B2B Product 97,Office Supplies,Brand_38,609.5468664190633,2,0.2310777218068229,4.238853692973606
98,B2B Product 98,Manufacturing Tools,Brand_26,4217.148210797784,98,0.14805524195766617,4.989095275192188
99,B2B Product 99,Office Furniture,Brand_18,3115.1381250229465,86,0.196106161379293,3.777476017567782
100,B2B Product 100,Office Furniture,Brand_17,4532.727579405004,13,0.1366517456721531,4.08512450851368
101,B2B Product 101,Raw Materials,Brand_30,1438.8364477712576,82,0.16550663783255148,4.530938478855522
102,B2B Product 102,Office Supplies,Brand_39,3507.9498841950626,28,0.19612410668738056,3.6262081300208777
103,B2B Product 103,Office Furniture,Brand_1,4824.059680424016,36,0.05408330049888131,4.179453638612104
104,B2B Product 104,Office Furniture,Brand_49,4707.527655289556,18,0.20961058455156817,4.526781774373569
105,B2B Product 105,Manufacturing Tools,Brand_23,4038.353359097343,61,0.24354055997646518,3.865127616002101
106,B2B Product 106,Industrial Equipment,Brand_25,4717.607399773052,95,0.1126442455497081,3.082596515427194
107,B2B Product 107,Industrial Equipment,Brand_16,3133.7518061135297,15,0.2615840589498001,3.495060040195077
108,B2B Product 108,IT Hardware,Brand_6,3493.4790994097298,59,0.1442344606483566,3.0434188559153608
109,B2B Product 109,Manufacturing Tools,Brand_20,713.6051412835864,82,0.15445315762984985,3.941613749992754
110,B2B Product 110,Office Supplies,Brand_33,1972.3596311648673,78,0.05211085141889578,4.7906353834169
111,B2B Product 111,Industrial Equipment,Brand_8,1832.758819157502,16,0.0959926903815486,4.606805065071711
112,B2B Product 112,Safety Equipment,Brand_27,1521.5213679259932,73,0.22883289554018355,3.855943267070692
113,B2B Product 113,Office Supplies,Brand_3,4419.994275336291,33,0.26882778970040433,3.472574303970661
114,B2B Product 114,Office Supplies,Brand_11,1674.711344317781,95,0.18347463680049825,4.607124745221649
115,B2B Product 115,Office Supplies,Brand_6,110.5100662148327,98,0.272003409243057,3.3253056339584024
116,B2B Product 116,Office Furniture,Brand_29,3729.4055901566976,42,0.07947281911303754,3.1029844222886913
117,B2B Product 117,Manufacturing Tools,Brand_14,3856.419333859229,4,0.18042982385312317,3.893760926221705
118,B2B Product 118,Office Furniture,Brand_30,2770.3667955035858,12,0.055316026562867396,4.06909402217196
119,B2B Product 119,Manufacturing Tools,Brand_28,611.7706741945165,31,0.08542430994274956,4.750723604117343
120,B2B Product 120,IT Hardware,Brand_35,3830.4254601573525,44,0.2543673580316957,4.668046507792917
121,B2B Product 121,Office Furniture,Brand_38,2563.4499897769742,85,0.08034607171285739,3.2857906980201745
122,B2B Product 122,Office Furniture,Brand_22,1028.4011594408496,48,0.06014400977340294,3.304148076804377
123,B2B Product 123,IT Hardware,Brand_6,4515.3785518252735,56,0.1818369785992459,3.2879777263046135
124,B2B Product 124,Office Supplies,Brand_35,833.3822608763364,59,0.13014743818805025,4.524228409339092
125,B2B Product 125,IT Hardware,Brand_25,2061.4679221297783,38,0.15480726328996286,4.089924123176933
126,B2B Product 126,Industrial Equipment,Brand_41,4093.022411033172,7,0.11292690717534364,4.816554379826389
127,B2B Product 127,Manufacturing Tools,Brand_36,4467.470811017452,45,0.20143275698571284,3.035250654399859
128,B2B Product 128,Safety Equipment,Brand_24,3176.681964708859,83,0.12403082859168131,3.905037877020935
129,B2B Product 129,Raw Materials,Brand_48,2361.068395815483,70,0.18996814836071546,3.294510482254778
130,B2B Product 130,Industrial Equipment,Brand_32,735.975826672557,67,0.12703711741690105,4.977145052943861
131,B2B Product 131,Office Furniture,Brand_12,4137.435716707298,27,0.09127725060832327,4.382559155988513
132,B2B Product 132,Safety Equipment,Brand_15,3411.8215808421637,87,0.26426705214177515,3.4221381786557608
133,B2B Product 133,Industrial Equipment,Brand_8,2675.563118724025,85,0.18545938149577806,4.204151008138041
134,B2B Product 134,Raw Materials,Brand_6,671.1180945194543,55,0.20354862705594684,4.177176060503461
135,B2B Product 135,Safety Equipment,Brand_49,474.30237348678776,57,0.1593805255337284,3.6066353901848185
136,B2B Product 136,IT Hardware,Brand_19,2590.46118610845,40,0.2276143733386023,3.7608423057741307
137,B2B Product 137,Office Supplies,Brand_34,4648.151993725108,21,0.11916122824719196,3.486726104755891
138,B2B Product 138,Manufacturing Tools,Brand_39,2821.0096367003066,43,0.23947412393721385,4.440575086995571
139,B2B Product 139,IT Hardware,Brand_24,4824.862214056615,9,0.16706635692122246,4.139915189767172
140,B2B Product 140,Raw Materials,Brand_16,2782.3668320645916,60,0.13572597231973182,3.8632269416745757
141,B2B Product 141,Office Furniture,Brand_10,3093.0789036433116,75,0.2672596111804819,4.952262185681425
142,B2B Product 142,Raw Materials,Brand_29,4511.855845065649,81,0.168068192881072,4.888098998311368
143,B2B Product 143,Raw Materials,Brand_7,286.93563629259,27,0.18799897407307292,3.3754246161242225
144,B2B Product 144,Office Furniture,Brand_27,1921.8707802010842,85,0.28015895622084164,4.819842584358976
145,B2B Product 145,IT Hardware,Brand_6,2489.787348208085,64,0.09885385136880113,4.619031608021106
146,B2B Product 146,Office Supplies,Brand_5,2444.1586764692565,22,0.13174055731535855,4.429886049554463
147,B2B Product 147,Office Supplies,Brand_28,1805.8350000099133,20,0.05679161757443908,4.03666936697921
148,B2B Product 148,Manufacturing Tools,Brand_14,3417.8083038566883,36,0.2945399700335764,4.762923012659432
149,B2B Product 149,IT Hardware,Brand_41,2683.0204577470354,91,0.07009362550433883,3.5368007201920846
150,B2B Product 150,Manufacturing Tools,Brand_49,3984.2795758417114,13,0.2979577473844453,3.9565112507745424
151,B2B Product 151,IT Hardware,Brand_7,4915.3817279762225,61,0.1351109869053589,4.151218045372737
152,B2B Product 152,Safety Equipment,Brand_44,3132.2834009268436,6,0.23987672480595257,4.969242189466137
153,B2B Product 153,Manufacturing Tools,Brand_10,4280.031006110463,13,0.22214467558062861,4.778530547846805
154,B2B Product 154,Raw Materials,Brand_30,2900.0932135649805,87,0.29661931714681916,4.158773344858385
155,B2B Product 155,IT Hardware,Brand_20,169.0502157700955,3,0.08550776913449933,3.625540251823094
156,B2B Product 156,Manufacturing Tools,Brand_16,835.115253980202,89,0.07049265223603036,3.9500804019428193
157,B2B Product 157,Raw Materials,Brand_12,1778.753673482007,3,0.1783222589905895,3.8743124944158107
158,B2B Product 158,Office Furniture,Brand_42,1558.7884650927533,77,0.06936718991054645,3.2858218406290245
159,B2B Product 159,Safety Equipment,Brand_23,536.4924374901374,75,0.153242766848527,3.8069112797260045
160,B2B Product 160,Office Supplies,Brand_34,2460.791683495205,63,0.1808342255916351,3.424326777977541
161,B2B Product 161,Raw Materials,Brand_37,1644.804770592963,37,0.09767962980145027,4.957324617439561
162,B2B Product 162,IT Hardware,Brand_33,2759.129754279232,21,0.2868759667970403,4.000028873031043
163,B2B Product 163,Raw Materials,Brand_20,1870.4139050504803,73,0.15802504132960654,4.632789827210841
164,B2B Product 164,Office Furniture,Brand_48,2542.5612869884317,63,0.1174088961485734,4.6864541139082165
165,B2B Product 165,Industrial Equipment,Brand_11,2358.1366327711567,10,0.08756473566290716,3.207468400495232
166,B2B Product 166,Safety Equipment,Brand_46,4550.506332308372,2,0.06503906334667646,4.12064511795874
167,B2B Product 167,Manufacturing Tools,Brand_14,1200.220747017588,94,0.1877712975996364,3.554763677880338
168,B2B Product 168,IT Hardware,Brand_10,499.29251191046785,73,0.12205072141430028,3.7537052040590915
169,B2B Product 169,IT Hardware,Brand_37,4368.812850752865,31,0.20627260277849302,3.207123787189465
170,B2B Product 170,Office Supplies,Brand_34,2743.221450616666,47,0.20548019627057001,3.427261862231892
171,B2B Product 171,Industrial Equipment,Brand_16,2369.7969908869736,58,0.23314000564178855,3.6451380828051727
172,B2B Product 172,Safety Equipment,Brand_20,2106.1759540680923,3,0.2515616960292986,4.557982069719971
173,B2B Product 173,Office Furniture,Brand_33,2956.1305577242265,43,0.1448070592550006,3.0937278951281066
174,B2B Product 174,Manufacturing Tools,Brand_6,439.04271598627895,61,0.2548908758234666,4.928377759115255
175,B2B Product 175,Office Furniture,Brand_11,1693.738424945058,35,0.09738333203460407,3.7302255880306747
176,B2B Product 176,Manufacturing Tools,Brand_4,2962.489692227705,69,0.15892047038017992,4.062102563461417
177,B2B Product 177,IT Hardware,Brand_33,1006.9383741044893,37,0.20166469618908367,3.578236718866544
178,B2B Product 178,Safety Equipment,Brand_32,3847.447848659368,53,0.28590903286885455,4.2050575081380375
179,B2B Product 179,Office Supplies,Brand_46,4937.427861640012,46,0.0625894011541394,4.008351237867862
180,B2B Product 180,Industrial Equipment,Brand_35,1429.5315302723425,75,0.23595237317841594,3.6850410799858926
181,B2B Product 181,Manufacturing Tools,Brand_18,2549.545998373308,63,0.22644418931704124,3.23731351823388
182,B2B Product 182,Office Supplies,Brand_4,3338.65201169895,62,0.10566466964710904,3.7687377522362464
183,B2B Product 183,Manufacturing Tools,Brand_11,641.1193049242005,32,0.2892077510834236,3.6813289899972115
184,B2B Product 184,Industrial Equipment,Brand_42,4175.319256535877,88,0.11194930992707773,3.2708287982635316
185,B2B Product 185,Raw Materials,Brand_34,810.8143801470484,59,0.26042073012880745,3.889297295887877
186,B2B Product 186,Safety Equipment,Brand_42,2688.849826486148,18,0.20130369087036953,4.526850379144
187,B2B Product 187,Office Supplies,Brand_3,3860.9052212356664,89,0.2063360685171906,4.276078414099713
188,B2B Product 188,Office Furniture,Brand_47,3135.7634756712314,18,0.05905777316348908,4.471144683143745
189,B2B Product 189,Office Supplies,Brand_27,3470.1781936482016,46,0.21419603570040663,4.189059041421292
190,B2B Product 190,IT Hardware,Brand_19,3550.929046346474,80,0.23145843133674288,3.249293060918587
191,B2B Product 191,Manufacturing Tools,Brand_21,874.7089773378393,73,0.14826761225258422,3.7168964267088542
192,B2B Product 192,Industrial Equipment,Brand_19,793.4885435087696,4,0.15274317347513028,4.184070724168647
193,B2B Product 193,Manufacturing Tools,Brand_18,3099.0958058852334,52,0.27245878824833974,4.461560572792949
194,B2B Product 194,Safety Equipment,Brand_8,995.7518924954016,41,0.18367989811283542,3.2736475373414584
195,B2B Product 195,Raw Materials,Brand_4,2092.190833352145,7,0.05458056098982121,4.956871833920379
196,B2B Product 196,Manufacturing Tools,Brand_5,1694.3792776830362,74,0.19769183539680263,4.461589029202603
197,B2B Product 197,Manufacturing Tools,Brand_21,3924.157819350689,82,0.09755078197883833,3.576688319079965
198,B2B Product 198,Manufacturing Tools,Brand_24,4613.71895902334,49,0.24265214727365247,4.499415115776402
199,B2B Product 199,Office Furniture,Brand_5,2344.00079972083,89,0.28502036360306854,4.638042921082795
200,B2B Product 200,IT Hardware,Brand_26,4904.593077979427,64,0.053133608465167556,3.0593045564614796
201,B2B Product 201,Raw Materials,Brand_34,1759.9334444745007,62,0.24477184353323828,3.418226662672873
202,B2B Product 202,IT Hardware,Brand_12,3791.143972525048,62,0.25685392138398655,4.629093126879359
203,B2B Product 203,Raw Materials,Brand_8,1667.1443962898998,51,0.13308011966126132,3.9953284100922604
204,B2B Product 204,Office Supplies,Brand_1,4478.004918462026,55,0.2683714640775512,3.916895454809355
205,B2B Product 205,IT Hardware,Brand_12,4723.104362410978,62,0.0582208020729159,3.9704001712812698
206,B2B Product 206,Industrial Equipment,Brand_42,4149.450640902792,77,0.10643327712114807,4.0345917730197876
207,B2B Product 207,IT Hardware,Brand_14,2708.342181123181,3,0.21785435791967755,4.442185657305297
208,B2B Product 208,Office Furniture,Brand_23,3622.196462266999,4,0.26874868806378294,4.202073311673121
209,B2B Product 209,IT Hardware,Brand_45,4954.488996526687,84,0.13281560400320114,3.3766382314231347
210,B2B Product 210,Office Supplies,Brand_23,2012.8284346765176,84,0.21089242285900522,4.022561498946753
211,B2B Product 211,Safety Equipment,Brand_17,3221.5605332471782,28,0.15650122936846556,4.312668851580525
212,B2B Product 212,Manufacturing Tools,Brand_3,1408.9344565411159,97,0.2943104316337406,4.077090400947458
213,B2B Product 213,Office Furniture,Brand_2,3308.735940182057,60,0.08444428966242763,3.32398289910842
214,B2B Product 214,Manufacturing Tools,Brand_13,432.1896356035878,64,0.07259799938082583,3.9730277408645267
215,B2B Product 215,Raw Materials,Brand_48,1351.0438444305603,45,0.2553346179830138,4.3068765549233525
216,B2B Product 216,Industrial Equipment,Brand_27,2044.9495286176464,78,0.06971226922241118,3.578937033953859
217,B2B Product 217,IT Hardware,Brand_18,125.15422494312422,73,0.16089951281533516,3.689784975522458
218,B2B Product 218,Industrial Equipment,Brand_14,2309.055531897579,58,0.23010886293540234,3.241209596683665
219,B2B Product 219,Manufacturing Tools,Brand_48,453.7922588023924,37,0.2757979241630636,4.8347600578406515
220,B2B Product 220,Manufacturing Tools,Brand_33,2917.738462540916,24,0.25110758833654157,3.5015757518757713
221,B2B Product 221,Safety Equipment,Brand_16,3053.7004107456373,82,0.17049954643433385,4.85379761981241
222,B2B Product 222,Safety Equipment,Brand_20,2749.3569500277986,29,0.1396777762303637,4.259015254530535
223,B2B Product 223,Office Supplies,Brand_37,1393.398997089022,92,0.25058550882362596,4.022930138914274
224,B2B Product 224,Office Furniture,Brand_8,4785.860256718627,13,0.23507770023350194,4.40025947651545
225,B2B Product 225,Office Furniture,Brand_16,4933.425265573915,28,0.1557380648059134,4.664189547146778
226,B2B Product 226,Industrial Equipment,Brand_45,4930.056638022927,48,0.07584116468962558,4.267296664013182
227,B2B Product 227,Manufacturing Tools,Brand_25,4842.8301289090405,47,0.21498742900069484,4.250301196618537
228,B2B Product 228,Office Supplies,Brand_38,3565.6464202560755,55,0.08650916810283436,4.224191098385035
229,B2B Product 229,Office Supplies,Brand_26,735.7492410043945,75,0.179055887490575,4.143492395990433
230,B2B Product 230,IT Hardware,Brand_46,511.03523637096333,68,0.051207393296104256,3.4626874478538885
231,B2B Product 231,Office Furniture,Brand_13,4028.0683219588686,7,0.2981626475283508,4.490631245917461
232,B2B Product 232,Safety Equipment,Brand_2,2228.93363991773,32,0.2712712543719534,3.845128700017745
233,B2B Product 233,Office Furniture,Brand_8,3472.2116401725357,42,0.20651851114046438,4.793006719363622
234,B2B Product 234,Industrial Equipment,Brand_13,141.12870833391185,64,0.1844086527851866,4.634697134639877
235,B2B Product 235,Manufacturing Tools,Brand_48,983.0855210760021,11,0.05361571704030112,3.113323297990427
236,B2B Product 236,Raw Materials,Brand_33,1443.9103348068868,5,0.22217345924611975,4.055378360646779
237,B2B Product 237,Office Supplies,Brand_33,1667.059649809121,15,0.11559323067744574,3.62362646064495
238,B2B Product 238,Raw Materials,Brand_28,3444.528716864106,55,0.05182005721684209,4.297676436188495
239,B2B Product 239,Safety Equipment,Brand_43,3434.7067778664887,43,0.09088491548125728,3.5559526837864848
240,B2B Product 240,Industrial Equipment,Brand_20,1231.605943865166,7,0.2211903533324932,3.333617285383029
241,B2B Product 241,Raw Materials,Brand_21,2408.832033673651,92,0.113420500817961,3.3008833790159793
242,B2B Product 242,Industrial Equipment,Brand_5,2100.5163692613355,35,0.28790461774736037,3.572221355868564
243,B2B Product 243,Industrial Equipment,Brand_48,2309.19651398829,2,0.23383021020060923,4.858587934007502
244,B2B Product 244,Raw Materials,Brand_46,1511.7939724719631,29,0.2530214805927598,4.729372253074063
245,B2B Product 245,Manufacturing Tools,Brand_26,4501.375284942365,45,0.1437063403646442,4.847748060335517
246,B2B Product 246,Raw Materials,Brand_32,2435.0580863620385,15,0.07693743941810739,3.3049863290884893
247,B2B Product 247,Office Supplies,Brand_42,568.9434681852864,78,0.24971653972818675,3.762737117727466
248,B2B Product 248,Safety Equipment,Brand_23,3097.7282111517557,81,0.2778598511330676,3.756017745642805
249,B2B Product 249,Office Supplies,Brand_38,1646.9635832044307,2,0.07539394179628668,4.719538551414496
250,B2B Product 250,Safety Equipment,Brand_21,3931.222335533068,70,0.14788849490794187,4.427391667063118
251,B2B Product 251,Manufacturing Tools,Brand_33,1817.8347205374039,85,0.1603445304330301,4.8681762703640254
252,B2B Product 252,Industrial Equipment,Brand_16,2142.4053457947457,30,0.10417280641734121,4.511118276240921
253,B2B Product 253,Safety Equipment,Brand_36,473.0705299068756,72,0.2192818373698921,4.979033422078281
254,B2B Product 254,IT Hardware,Brand_5,1631.3515968703684,83,0.1322094227060419,3.1562783548381326
255,B2B Product 255,IT Hardware,Brand_32,1891.927630492876,68,0.29897525592770796,3.3863538243041416
256,B2B Product 256,Safety Equipment,Brand_18,4121.305835784541,33,0.08950742225074214,3.264143143619963
257,B2B Product 257,IT Hardware,Brand_15,742.5708770803546,4,0.12247156929728568,3.4922335121068944
258,B2B Product 258,Industrial Equipment,Brand_38,4468.631243107984,86,0.116327265447887,3.13773081935893
259,B2B Product 259,Office Supplies,Brand_25,4216.43660235282,4,0.28445483173619135,4.2079624441641945
260,B2B Product 260,Manufacturing Tools,Brand_43,1949.0692319234706,60,0.08084791362274622,4.323462613581096
261,B2B Product 261,Raw Materials,Brand_27,2398.8353683075,67,0.06387663876825543,3.750983313795405
262,B2B Product 262,Manufacturing Tools,Brand_17,1822.8803384111993,52,0.13515691808378544,3.878383939953509
263,B2B Product 263,Manufacturing Tools,Brand_9,4756.8128302731775,8,0.1978207375399113,3.4422094385350706
264,B2B Product 264,IT Hardware,Brand_42,2099.0492155433944,13,0.10191253845926289,3.7147526809194042
265,B2B Product 265,Industrial Equipment,Brand_40,4891.114102621534,7,0.21787845399332095,4.918494112806687
266,B2B Product 266,Office Supplies,Brand_29,635.8202128846608,66,0.2027945097095532,3.6090411028407754
267,B2B Product 267,Raw Materials,Brand_15,4916.634710295169,22,0.12072304114891101,3.1833976734327485
268,B2B Product 268,Raw Materials,Brand_33,3857.3332348467125,59,0.24912691560442995,3.6744443229952273
269,B2B Product 269,Office Supplies,Brand_3,3840.1672338174726,53,0.07252433460066494,3.820273071768593
270,B2B Product 270,Office Supplies,Brand_41,3312.267966123039,44,0.21905407520428455,3.2720755623517936
