transaction_id,user_id,product_id,quantity,unit_price,total_amount,transaction_date,payment_terms
94,255,457,71,689.3014724917814,35235.65707367951,2023-01-04 21:00:00,Credit
95,1100,2991,4,2480.075896806071,13342.166649426359,2023-01-04 22:00:00,Net 30
96,687,1358,52,3547.024353879604,22137.847246975765,2023-01-04 23:00:00,Net 60
97,617,498,29,4211.3916676735425,5008.3280710988865,2023-01-05 00:00:00,Net 60
98,1898,2543,42,669.674781075073,14732.958089897078,2023-01-05 01:00:00,Cash
99,11,1755,44,2303.2808083366276,39857.51686394086,2023-01-05 02:00:00,Credit
100,1361,4789,62,1650.9769512830044,20795.527423721585,2023-01-05 03:00:00,Credit
101,485,2249,50,807.8293253504157,45800.074196005015,2023-01-05 04:00:00,Net 60
102,852,3657,96,1648.591595257041,3128.7030909948785,2023-01-05 05:00:00,Credit
103,270,4112,70,254.0809231126277,45690.33507863375,2023-01-05 06:00:00,Net 60
104,1463,115,87,766.4744709644438,21908.71972967342,2023-01-05 07:00:00,Net 60
105,1978,2123,8,1465.575896659095,32702.03663267014,2023-01-05 08:00:00,Net 60
106,655,178,18,2349.894921840008,19175.959810956596,2023-01-05 09:00:00,Net 30
107,1570,3524,27,3134.0898021414932,43170.68185441346,2023-01-05 10:00:00,Net 30
108,1511,3646,68,4857.952020864182,5661.2110930247645,2023-01-05 11:00:00,Cash
109,102,2495,87,3899.542197046228,39661.080377513346,2023-01-05 12:00:00,Credit
110,197,1188,89,4833.929364585643,48577.47100957703,2023-01-05 13:00:00,Net 60
111,1332,12,56,1663.4464514876468,40815.55376831412,2023-01-05 14:00:00,Net 60
112,514,4842,25,1382.9039133290798,27278.912759220515,2023-01-05 15:00:00,Credit
113,1190,4789,54,3485.7412976418686,39366.452244888824,2023-01-05 16:00:00,Cash
114,603,3177,26,326.26125438172767,33750.05367335421,2023-01-05 17:00:00,Credit
115,630,4414,8,368.362432810439,10887.291654256022,2023-01-05 18:00:00,Cash
116,1999,3884,28,3390.6109983139804,25729.42144575553,2023-01-05 19:00:00,Net 60
117,1374,3209,10,3334.073604482228,38601.80239383996,2023-01-05 20:00:00,Credit
118,958,4180,4,1052.6828956112151,46219.91387919163,2023-01-05 21:00:00,Credit
119,1388,3456,50,2942.1340001926333,30796.344994645075,2023-01-05 22:00:00,Net 30
120,1674,4279,61,4732.604193905172,36946.74656729493,2023-01-05 23:00:00,Cash
121,1508,1771,37,3381.7748865414796,42101.61109293674,2023-01-06 00:00:00,Net 30
122,1176,4065,42,3663.204805082709,16821.30415973277,2023-01-06 01:00:00,Net 30
123,1998,1535,26,3487.6230900439873,28904.753909000563,2023-01-06 02:00:00,Net 60
124,1315,3332,33,974.1403045482518,23107.80570777988,2023-01-06 03:00:00,Cash
125,1255,2783,47,2631.156439759114,2716.590618631908,2023-01-06 04:00:00,Credit
126,1922,3647,90,2512.883726875288,4395.084343157648,2023-01-06 05:00:00,Cash
127,1345,3722,17,2043.8954820993672,41467.09798153862,2023-01-06 06:00:00,Net 60
128,244,2233,91,4406.548283770407,47098.02793263427,2023-01-06 07:00:00,Credit
129,970,3334,78,4570.921175058915,38083.082942970446,2023-01-06 08:00:00,Net 60
130,340,2259,18,814.6058530546507,32583.846113884243,2023-01-06 09:00:00,Net 30
131,895,3491,99,4661.781642747692,2367.6693989511105,2023-01-06 10:00:00,Cash
132,416,2420,42,4405.473062588526,23690.005910889882,2023-01-06 11:00:00,Net 60
133,915,4984,77,4519.517818734501,18788.275728607397,2023-01-06 12:00:00,Cash
134,1641,4376,69,1295.602468516239,43309.27624923479,2023-01-06 13:00:00,Cash
135,518,4372,50,1856.4548409488905,44800.331432076906,2023-01-06 14:00:00,Cash
136,1629,3566,16,1947.7180707276204,38348.86057972239,2023-01-06 15:00:00,Credit
137,805,2857,99,4558.843466456202,10284.310997925433,2023-01-06 16:00:00,Cash
138,374,4653,15,1263.011664905488,13832.327390426586,2023-01-06 17:00:00,Net 60
139,1892,4467,70,2676.6393874011724,23557.901727316355,2023-01-06 18:00:00,Net 60
140,1126,1083,60,2722.352975185477,28651.007448304663,2023-01-06 19:00:00,Net 30
141,1,583,74,4718.106272676126,5194.3312086742735,2023-01-06 20:00:00,Cash
142,809,79,72,4687.371090109715,15451.824279078799,2023-01-06 21:00:00,Net 30
143,160,990,28,4477.675639246622,31267.92400222952,2023-01-06 22:00:00,Credit
144,1469,4954,18,888.8715187354792,13895.78180708516,2023-01-06 23:00:00,Net 60
145,908,4715,1,2635.4544464504343,44885.44522014408,2023-01-07 00:00:00,Cash
146,1570,3528,19,3650.9876481905876,27625.08111176182,2023-01-07 01:00:00,Net 60
147,401,4500,84,4553.886914667652,21858.670374741745,2023-01-07 02:00:00,Cash
148,1347,674,9,2448.899977629478,29390.98339644084,2023-01-07 03:00:00,Net 30
149,1202,3437,2,1332.9517643139627,2374.16802707489,2023-01-07 04:00:00,Net 30
150,1277,3745,64,2647.5368780916074,27137.191021429313,2023-01-07 05:00:00,Credit
151,207,2867,50,4122.882650163914,22673.343933746644,2023-01-07 06:00:00,Net 60
152,1645,1326,50,4894.771349630042,6457.594159869217,2023-01-07 07:00:00,Credit
153,1803,3987,4,4119.06387858257,43161.59917558476,2023-01-07 08:00:00,Cash
154,833,1814,81,574.1689761261938,12447.779363225502,2023-01-07 09:00:00,Cash
155,462,620,18,3468.4563687848618,15099.114481835551,2023-01-07 10:00:00,Credit
156,1836,741,28,4435.67461333197,39746.70568013151,2023-01-07 11:00:00,Net 60
157,1779,284,21,2839.333633366252,26035.77531162985,2023-01-07 12:00:00,Net 60
158,595,4639,28,1148.9681586546676,27134.6405649741,2023-01-07 13:00:00,Net 60
159,1618,1830,25,4503.161847135395,11700.896452901521,2023-01-07 14:00:00,Credit
160,707,4720,36,3736.178822525128,24800.478690360418,2023-01-07 15:00:00,Net 30
161,1958,4763,22,1386.0316619981393,13983.99514641224,2023-01-07 16:00:00,Cash
162,1713,1392,14,3366.068961909331,2665.5786798901045,2023-01-07 17:00:00,Cash
163,1922,3999,49,1900.175705743318,29783.953826360772,2023-01-07 18:00:00,Net 30
164,1516,257,62,3442.4803265779933,10798.345205247426,2023-01-07 19:00:00,Cash
165,1273,2091,32,1143.39740795822,27477.93509548538,2023-01-07 20:00:00,Credit
166,1854,3094,55,1184.8335825994427,547.9391298387823,2023-01-07 21:00:00,Net 60
167,156,218,70,934.126414841582,10716.641327664942,2023-01-07 22:00:00,Net 30
168,974,1860,75,3546.816717485141,4585.264386631274,2023-01-07 23:00:00,Credit
169,1479,4979,80,4338.704332673662,13208.313073101312,2023-01-08 00:00:00,Cash
170,1416,3637,30,4043.9108236151665,15448.996454705215,2023-01-08 01:00:00,Net 30
171,1256,2272,8,2024.3147011029464,17078.00189385954,2023-01-08 02:00:00,Net 30
172,1168,3655,41,3106.932412149722,22691.582722220126,2023-01-08 03:00:00,Cash
173,341,3458,45,2718.2590339518392,25878.990511470318,2023-01-08 04:00:00,Credit
174,1983,4180,85,4421.371425599901,7966.544056070736,2023-01-08 05:00:00,Cash
175,913,111,39,1022.5720091235215,24705.089241472604,2023-01-08 06:00:00,Cash
176,913,404,93,2915.8200052141565,13440.996042706985,2023-01-08 07:00:00,Net 30
177,680,1281,10,2720.07095323392,15309.858555238174,2023-01-08 08:00:00,Cash
178,1875,4225,44,935.8696992271485,23717.13900824846,2023-01-08 09:00:00,Net 30
179,1464,2435,83,2096.1805619917486,7377.138723790116,2023-01-08 10:00:00,Cash
180,850,1981,73,2444.781322387518,46592.75866755579,2023-01-08 11:00:00,Net 30
181,1492,517,5,1601.8912982675383,35420.54945439956,2023-01-08 12:00:00,Credit
182,1258,3063,20,1224.9560890245364,46645.40857776925,2023-01-08 13:00:00,Credit
183,723,1564,96,1636.5181351501283,36779.74897003014,2023-01-08 14:00:00,Net 30
184,1519,2481,78,4071.148501687809,37802.17160035931,2023-01-08 15:00:00,Credit
185,74,3272,22,4464.327274779351,45759.70483321012,2023-01-08 16:00:00,Net 60
186,509,2025,84,4091.619015294304,7027.803070651171,2023-01-08 17:00:00,Credit
187,710,4247,68,4521.620771125867,22883.506341731612,2023-01-08 18:00:00,Credit
188,1939,998,51,885.1681961041113,3222.4506518099597,2023-01-08 19:00:00,Net 60
189,1922,3673,62,1182.4458783693117,37159.301238178305,2023-01-08 20:00:00,Cash
190,1995,3734,55,1308.9872332366203,14844.912907698525,2023-01-08 21:00:00,Net 30
191,658,4056,86,228.0221030495541,33616.06193773394,2023-01-08 22:00:00,Cash
192,1044,3817,50,976.5353644130051,16817.94856082603,2023-01-08 23:00:00,Cash
193,716,3024,37,4286.666721211424,28973.645595930953,2023-01-09 00:00:00,Cash
194,1107,3885,72,4496.409653521926,32896.990528479204,2023-01-09 01:00:00,Credit
195,465,3168,18,2395.467453038869,34669.62564767294,2023-01-09 02:00:00,Credit
196,455,2693,8,4950.008214791462,29868.611240692047,2023-01-09 03:00:00,Cash
197,998,769,39,3560.6241133452468,3812.929221704844,2023-01-09 04:00:00,Credit
198,1915,3180,21,977.5949167363437,47756.67867406937,2023-01-09 05:00:00,Net 30
199,698,2684,97,4699.649958618722,36569.96250503844,2023-01-09 06:00:00,Cash
200,825,3255,61,2831.720318125652,5122.1663642327685,2023-01-09 07:00:00,Cash
201,1912,2913,43,4656.328418708989,20727.393791170747,2023-01-09 08:00:00,Credit
202,334,4705,72,1729.113517013313,6980.230036767533,2023-01-09 09:00:00,Net 30
203,327,2100,26,944.6242742428243,23050.175506364263,2023-01-09 10:00:00,Credit
204,1597,3738,75,4649.777700199668,878.4435951685947,2023-01-09 11:00:00,Cash
205,1822,4137,33,1068.8028832919608,49442.57894785209,2023-01-09 12:00:00,Net 30
206,343,2352,36,612.9592346909623,32102.977930852296,2023-01-09 13:00:00,Net 60
207,1239,3752,21,3526.956405532491,32546.431025278158,2023-01-09 14:00:00,Net 60
208,442,2996,64,315.33753259471894,45045.71677908667,2023-01-09 15:00:00,Net 30
209,1587,2932,77,2939.6498336567056,42222.87618274151,2023-01-09 16:00:00,Net 60
210,1090,4031,14,1435.315340030687,26230.32196571369,2023-01-09 17:00:00,Net 30
211,1654,854,66,3800.8774550331127,39994.51077757975,2023-01-09 18:00:00,Credit
212,1663,2896,14,2665.075095704782,2775.9208462732345,2023-01-09 19:00:00,Credit
213,855,107,23,3001.8513198233604,38741.460424440615,2023-01-09 20:00:00,Net 30
214,1334,3949,58,1473.7608402558894,24894.85651098917,2023-01-09 21:00:00,Credit
215,410,2887,35,1716.6913172139325,31745.52611919346,2023-01-09 22:00:00,Net 30
216,273,141,23,2067.139996826445,42505.609506380475,2023-01-09 23:00:00,Net 60
217,220,1750,28,832.3807140312123,31701.329446252304,2023-01-10 00:00:00,Credit
218,1628,1265,33,4294.396275815852,34206.77187832624,2023-01-10 01:00:00,Net 60
219,159,4567,1,3396.9554838229396,14465.292717700235,2023-01-10 02:00:00,Cash
220,250,4356,91,2932.5174931367205,39428.29516390714,2023-01-10 03:00:00,Net 60
221,1663,4900,65,588.7804114745597,8714.207199294196,2023-01-10 04:00:00,Net 30
222,1740,3866,9,4165.901645366755,14242.96782747474,2023-01-10 05:00:00,Credit
223,1585,3200,67,4878.771191068593,6544.159714344127,2023-01-10 06:00:00,Cash
224,823,4012,51,190.88672922793805,20431.73042825788,2023-01-10 07:00:00,Credit
225,591,731,14,1564.6556055536744,29272.237510825675,2023-01-10 08:00:00,Cash
226,297,1572,77,1639.6425628238142,30058.35268145253,2023-01-10 09:00:00,Cash
227,1515,1856,42,130.576919977665,49993.98528364603,2023-01-10 10:00:00,Net 30
228,562,2801,78,3954.0323904404963,2706.3820047300023,2023-01-10 11:00:00,Cash
229,660,3744,88,2676.8905646636326,33281.20829491533,2023-01-10 12:00:00,Cash
230,1030,1974,52,2565.6256646791,30573.817750786802,2023-01-10 13:00:00,Net 30
231,383,3059,90,4316.19661260555,40008.39594785441,2023-01-10 14:00:00,Net 30
232,1223,3275,74,4438.7593758663415,45809.26929708818,2023-01-10 15:00:00,Net 60
233,399,3842,25,1366.8339332295188,45660.867712408195,2023-01-10 16:00:00,Credit
234,1896,1094,79,4027.7064360358686,36338.867592562136,2023-01-10 17:00:00,Net 30
235,1481,4503,42,724.9892195341656,23425.943333927768,2023-01-10 18:00:00,Cash
236,737,1253,47,805.5688410852038,26069.4387996522,2023-01-10 19:00:00,Net 60
237,512,2433,46,3483.9883386166925,13051.726569444585,2023-01-10 20:00:00,Net 60
238,1708,2612,27,2305.0782638320734,23848.742617386848,2023-01-10 21:00:00,Cash
239,409,741,30,4624.365792130567,44062.28824856096,2023-01-10 22:00:00,Cash
240,1817,3936,63,4104.665512545447,33096.987228528465,2023-01-10 23:00:00,Net 60
241,181,1791,66,905.4843286344778,36769.5583353721,2023-01-11 00:00:00,Cash
242,726,2002,34,4794.776905274135,3258.9744227179217,2023-01-11 01:00:00,Credit
243,420,1715,63,225.33597908516097,27219.74420569932,2023-01-11 02:00:00,Net 30
244,689,1955,79,641.0812317425942,5762.527166257088,2023-01-11 03:00:00,Credit
245,1159,954,86,1457.9881767726483,27149.234584754187,2023-01-11 04:00:00,Net 30
246,1336,3231,7,3025.5585993512086,31357.566713561493,2023-01-11 05:00:00,Net 60
247,274,237,81,4047.2328001463407,3674.7344265810148,2023-01-11 06:00:00,Cash
248,1570,1016,16,1508.3108894069148,13056.752874287262,2023-01-11 07:00:00,Cash
249,540,950,82,3008.25442328313,7956.970686358333,2023-01-11 08:00:00,Net 30
250,570,2905,44,4766.989931994308,23788.23133934296,2023-01-11 09:00:00,Credit
251,309,3548,16,3934.457846262735,41350.28140559999,2023-01-11 10:00:00,Net 60
252,1565,2726,22,4279.37373749349,33221.06229402535,2023-01-11 11:00:00,Credit
253,808,4620,23,1464.5155456993298,21657.991171218255,2023-01-11 12:00:00,Cash
254,943,4226,6,1054.0518088556214,22956.71100526587,2023-01-11 13:00:00,Net 30
255,786,4561,15,1626.766175912761,3321.39782413772,2023-01-11 14:00:00,Cash
256,727,1818,79,4633.881683767883,9590.675996399601,2023-01-11 15:00:00,Cash
257,1217,2846,82,4556.409889513875,49525.56446619415,2023-01-11 16:00:00,Net 60
258,1161,3185,87,965.5649244840898,46597.889855399255,2023-01-11 17:00:00,Net 60
259,1347,2220,2,3420.4575749009937,10510.53468270121,2023-01-11 18:00:00,Net 30
260,980,4819,6,1632.1120886290262,5979.7088176859515,2023-01-11 19:00:00,Credit
261,299,4443,8,3028.2176319311934,34448.05873741404,2023-01-11 20:00:00,Credit
262,1036,351,54,3162.864674077349,2919.6406170145387,2023-01-11 21:00:00,Credit
263,667,1031,60,595.9677772711341,27127.52168308112,2023-01-11 22:00:00,Cash
264,745,1430,80,4172.349928749884,27704.749206125223,2023-01-11 23:00:00,Net 30
265,78,3645,89,172.4819853562737,36148.82141056681,2023-01-12 00:00:00,Net 60
266,643,2847,80,2696.585275404032,22372.831122450065,2023-01-12 01:00:00,Net 30
267,1882,1731,44,1435.619083585373,35868.32199427769,2023-01-12 02:00:00,Credit
268,1084,2342,19,3917.740982928906,49281.8094874413,2023-01-12 03:00:00,Net 30
269,1571,170,51,4207.220648949379,39247.13630774618,2023-01-12 04:00:00,Credit
270,1427,666,61,2307.862811703884,26174.468990619123,2023-01-12 05:00:00,Net 60
271,410,763,83,4071.4249061448168,16756.811213598114,2023-01-12 06:00:00,Net 60
272,512,4140,76,792.9935182577899,34112.863285450745,2023-01-12 07:00:00,Credit
273,463,2772,75,3537.910902146182,45297.15329767385,2023-01-12 08:00:00,Net 60
274,1045,2490,26,2048.2140235859424,19873.03718127401,2023-01-12 09:00:00,Net 30
275,1526,4823,20,4869.131999387013,32310.812506579587,2023-01-12 10:00:00,Credit
276,1241,1286,22,2905.6915038668703,3494.7492170149467,2023-01-12 11:00:00,Net 30
277,167,3289,56,508.49843445625413,35346.61580110733,2023-01-12 12:00:00,Net 30
278,1193,3221,11,1963.450166305869,48098.628544447805,2023-01-12 13:00:00,Cash
279,1851,1953,45,1269.7987428594768,18328.320255231796,2023-01-12 14:00:00,Net 60
280,1809,1133,70,3096.4958371209545,8987.093478362465,2023-01-12 15:00:00,Net 60
281,1967,3755,91,4341.164711346158,8585.220520456909,2023-01-12 16:00:00,Net 30
282,1265,4003,16,2617.8142490747045,29209.865861955408,2023-01-12 17:00:00,Cash
283,1954,2155,87,304.2450197771848,6722.573985903042,2023-01-12 18:00:00,Net 60
284,706,1874,92,4526.967750928762,756.580935592942,2023-01-12 19:00:00,Cash
285,306,622,55,4595.293890676229,43264.69756237571,2023-01-12 20:00:00,Net 30
286,1802,3887,46,3449.1400565137046,1776.8164699796018,2023-01-12 21:00:00,Cash
287,1677,2138,92,1333.0948580683553,26376.1907282332,2023-01-12 22:00:00,Cash
288,1679,4778,97,4457.488970944308,43075.34351841163,2023-01-12 23:00:00,Cash
289,1239,513,52,3670.807139535585,30156.55600059705,2023-01-13 00:00:00,Net 60
290,340,3106,84,1396.7293381756358,30895.94495795151,2023-01-13 01:00:00,Credit
291,983,873,19,3039.346059307176,16894.12939310063,2023-01-13 02:00:00,Credit
292,1197,832,83,1906.398007464762,29688.71566093209,2023-01-13 03:00:00,Cash
293,1654,4599,62,4024.6093622689764,4925.584711903958,2023-01-13 04:00:00,Credit
294,970,4304,45,1629.806946251519,31149.556939943417,2023-01-13 05:00:00,Net 60
295,971,249,64,4654.965812647091,17683.296662731755,2023-01-13 06:00:00,Net 60
296,898,2085,14,1410.3802428165739,33895.463929711164,2023-01-13 07:00:00,Net 30
297,858,1598,13,3661.044396976558,7503.560325249613,2023-01-13 08:00:00,Cash
298,268,2993,29,2955.0208714410696,14262.423136798587,2023-01-13 09:00:00,Cash
299,1915,3342,43,3693.3076466066113,33153.21490464926,2023-01-13 10:00:00,Cash
300,850,1048,7,2689.273429007809,48402.56023554509,2023-01-13 11:00:00,Net 30
301,8,4848,67,4895.497104611937,1096.7956291015466,2023-01-13 12:00:00,Credit
302,1371,1238,38,3356.7052348844636,45850.20694794313,2023-01-13 13:00:00,Net 60
303,1133,4180,56,4454.132656867527,32303.782728281283,2023-01-13 14:00:00,Net 60
304,1149,4465,16,3407.6456193658437,15249.687481122131,2023-01-13 15:00:00,Net 60
305,1722,2837,86,384.1739389025828,42354.18271929684,2023-01-13 16:00:00,Net 60
306,118,2006,21,1131.1541316098426,33950.39097792531,2023-01-13 17:00:00,Net 30
307,857,3454,27,910.6760515505325,14874.14973003626,2023-01-13 18:00:00,Net 30
308,589,4550,58,2836.4190250657202,22196.762911072346,2023-01-13 19:00:00,Credit
309,1758,1182,14,2497.134304686425,10107.795609097335,2023-01-13 20:00:00,Net 30
310,1781,3244,54,821.8283222006868,14480.907093232712,2023-01-13 21:00:00,Credit
311,1269,1089,18,3093.820863104245,40522.78993883461,2023-01-13 22:00:00,Net 30
312,113,2988,64,488.5812531837413,2956.4621535367028,2023-01-13 23:00:00,Cash
313,1886,4799,36,1803.6017521397202,11256.695613796413,2023-01-14 00:00:00,Cash
314,1487,4519,36,4212.811135345069,21437.64542445276,2023-01-14 01:00:00,Cash
315,980,2681,89,3726.9437372363354,34325.24146889046,2023-01-14 02:00:00,Net 30
316,960,2822,36,1872.9525482994195,25897.34931089838,2023-01-14 03:00:00,Cash
317,1697,2679,43,1066.0767133406234,22111.04037094422,2023-01-14 04:00:00,Net 30
318,1134,4876,72,4228.070762944679,15441.07035415917,2023-01-14 05:00:00,Cash
319,916,2415,30,1023.3769151501419,21599.573239022528,2023-01-14 06:00:00,Net 60
320,371,2879,4,3896.9967624833153,40482.49595791617,2023-01-14 07:00:00,Net 60
321,586,266,57,2833.524436516389,7114.216105360138,2023-01-14 08:00:00,Net 30
