movieId,title,genres
470,Movie 470,Drama
471,Movie 471,Horror
472,Movie 472,Comedy
473,Movie 473,Comedy
474,Movie 474,Thriller
475,Movie 475,Thriller
476,Movie 476,Comedy
477,Movie 477,Comedy
478,Movie 478,Romance
479,Movie 479,Horror
480,Movie 480,Sci-Fi
481,Movie 481,Drama
482,Movie 482,Action
483,Movie 483,Romance
484,Movie 484,Comedy
485,Movie 485,Drama
486,Movie 486,Sci-Fi
487,Movie 487,Action
488,Movie 488,Drama
489,Movie 489,Sci-Fi
490,Movie 490,Action
491,Movie 491,Horror
492,Movie 492,Sci-Fi
493,Movie 493,Comedy
494,Movie 494,Drama
495,Movie 495,Thriller
496,Movie 496,Comedy
497,Movie 497,Comedy
498,Movie 498,Comedy
499,Movie 499,Drama
500,Movie 500,Romance
501,Movie 501,Horror
502,Movie 502,Sci-Fi
503,Movie 503,Romance
504,Movie 504,Horror
505,Movie 505,Sci-Fi
506,Movie 506,Action
507,Movie 507,Thriller
508,Movie 508,Thriller
509,Movie 509,Drama
510,Movie 510,Action
511,Movie 511,Drama
512,Movie 512,Action
513,Movie 513,Comedy
514,Movie 514,Sci-Fi
515,Movie 515,Sci-Fi
516,Movie 516,Romance
517,Movie 517,Comedy
518,Movie 518,Romance
519,Movie 519,Action
520,Movie 520,Comedy
521,Movie 521,Drama
522,Movie 522,Horror
523,Movie 523,Horror
524,Movie 524,Thriller
525,Movie 525,Action
526,Movie 526,Romance
527,Movie 527,Action
528,Movie 528,Romance
529,Movie 529,Romance
530,Movie 530,Comedy
531,Movie 531,Thriller
532,Movie 532,Sci-Fi
533,Movie 533,Thriller
534,Movie 534,Sci-Fi
535,Movie 535,Horror
536,Movie 536,Action
537,Movie 537,Romance
538,Movie 538,Horror
539,Movie 539,Action
540,Movie 540,Drama
541,Movie 541,Drama
542,Movie 542,Action
543,Movie 543,Action
544,Movie 544,Horror
545,Movie 545,Sci-Fi
546,Movie 546,Drama
547,Movie 547,Thriller
548,Movie 548,Drama
549,Movie 549,Romance
550,Movie 550,Comedy
551,Movie 551,Thriller
552,Movie 552,Action
553,Movie 553,Romance
554,Movie 554,Romance
555,Movie 555,Drama
556,Movie 556,Romance
557,Movie 557,Action
558,Movie 558,Action
559,Movie 559,Action
560,Movie 560,Thriller
561,Movie 561,Horror
562,Movie 562,Romance
563,Movie 563,Romance
564,Movie 564,Action
565,Movie 565,Action
566,Movie 566,Drama
567,Movie 567,Comedy
568,Movie 568,Action
569,Movie 569,Action
570,Movie 570,Comedy
571,Movie 571,Sci-Fi
572,Movie 572,Romance
573,Movie 573,Horror
574,Movie 574,Sci-Fi
575,Movie 575,Romance
576,Movie 576,Drama
577,Movie 577,Thriller
578,Movie 578,Horror
579,Movie 579,Drama
580,Movie 580,Action
581,Movie 581,Drama
582,Movie 582,Horror
583,Movie 583,Horror
584,Movie 584,Comedy
585,Movie 585,Romance
586,Movie 586,Romance
587,Movie 587,Romance
588,Movie 588,Thriller
589,Movie 589,Romance
590,Movie 590,Sci-Fi
591,Movie 591,Action
592,Movie 592,Drama
593,Movie 593,Thriller
594,Movie 594,Romance
595,Movie 595,Thriller
596,Movie 596,Thriller
597,Movie 597,Horror
598,Movie 598,Romance
599,Movie 599,Action
600,Movie 600,Horror
601,Movie 601,Romance
602,Movie 602,Comedy
603,Movie 603,Horror
604,Movie 604,Action
605,Movie 605,Action
606,Movie 606,Action
607,Movie 607,Action
608,Movie 608,Sci-Fi
609,Movie 609,Horror
610,Movie 610,Sci-Fi
611,Movie 611,Horror
612,Movie 612,Horror
613,Movie 613,Romance
614,Movie 614,Thriller
615,Movie 615,Comedy
616,Movie 616,Comedy
617,Movie 617,Drama
618,Movie 618,Sci-Fi
619,Movie 619,Action
620,Movie 620,Thriller
621,Movie 621,Action
622,Movie 622,Drama
623,Movie 623,Action
624,Movie 624,Sci-Fi
625,Movie 625,Drama
626,Movie 626,Horror
627,Movie 627,Comedy
628,Movie 628,Thriller
629,Movie 629,Comedy
630,Movie 630,Action
631,Movie 631,Thriller
632,Movie 632,Romance
633,Movie 633,Sci-Fi
634,Movie 634,Romance
635,Movie 635,Comedy
636,Movie 636,Action
637,Movie 637,Drama
638,Movie 638,Drama
639,Movie 639,Comedy
640,Movie 640,Romance
641,Movie 641,Action
642,Movie 642,Comedy
643,Movie 643,Comedy
644,Movie 644,Horror
645,Movie 645,Horror
646,Movie 646,Drama
647,Movie 647,Comedy
648,Movie 648,Drama
649,Movie 649,Drama
650,Movie 650,Thriller
651,Movie 651,Romance
652,Movie 652,Sci-Fi
653,Movie 653,Comedy
654,Movie 654,Thriller
655,Movie 655,Romance
656,Movie 656,Sci-Fi
657,Movie 657,Thriller
658,Movie 658,Romance
659,Movie 659,Sci-Fi
660,Movie 660,Thriller
661,Movie 661,Comedy
662,Movie 662,Comedy
663,Movie 663,Thriller
664,Movie 664,Thriller
665,Movie 665,Action
666,Movie 666,Drama
667,Movie 667,Action
668,Movie 668,Drama
669,Movie 669,Sci-Fi
670,Movie 670,Romance
671,Movie 671,Romance
672,Movie 672,Romance
673,Movie 673,Comedy
674,Movie 674,Romance
675,Movie 675,Comedy
676,Movie 676,Action
677,Movie 677,Drama
678,Movie 678,Sci-Fi
679,Movie 679,Action
680,Movie 680,Romance
681,Movie 681,Sci-Fi
682,Movie 682,Action
683,Movie 683,Sci-Fi
684,Movie 684,Horror
685,Movie 685,Sci-Fi
686,Movie 686,Comedy
687,Movie 687,Comedy
688,Movie 688,Comedy
689,Movie 689,Action
690,Movie 690,Romance
691,Movie 691,Romance
692,Movie 692,Comedy
693,Movie 693,Romance
694,Movie 694,Drama
695,Movie 695,Horror
696,Movie 696,Drama
697,Movie 697,Romance
698,Movie 698,Sci-Fi
699,Movie 699,Thriller
700,Movie 700,Action
701,Movie 701,Action
702,Movie 702,Drama
703,Movie 703,Drama
704,Movie 704,Action
705,Movie 705,Horror
706,Movie 706,Horror
707,Movie 707,Drama
708,Movie 708,Action
709,Movie 709,Horror
710,Movie 710,Romance
711,Movie 711,Action
712,Movie 712,Horror
713,Movie 713,Action
714,Movie 714,Thriller
715,Movie 715,Sci-Fi
716,Movie 716,Action
717,Movie 717,Comedy
718,Movie 718,Romance
719,Movie 719,Sci-Fi
720,Movie 720,Action
721,Movie 721,Sci-Fi
722,Movie 722,Thriller
723,Movie 723,Sci-Fi
724,Movie 724,Horror
725,Movie 725,Comedy
726,Movie 726,Romance
727,Movie 727,Romance
728,Movie 728,Comedy
729,Movie 729,Thriller
730,Movie 730,Action
731,Movie 731,Romance
732,Movie 732,Romance
733,Movie 733,Thriller
734,Movie 734,Sci-Fi
735,Movie 735,Comedy
736,Movie 736,Comedy
737,Movie 737,Sci-Fi
738,Movie 738,Sci-Fi
739,Movie 739,Action
740,Movie 740,Thriller
741,Movie 741,Drama
742,Movie 742,Drama
743,Movie 743,Action
744,Movie 744,Horror
745,Movie 745,Drama
746,Movie 746,Romance
747,Movie 747,Thriller
748,Movie 748,Drama
749,Movie 749,Sci-Fi
750,Movie 750,Action
751,Movie 751,Horror
752,Movie 752,Romance
753,Movie 753,Thriller
754,Movie 754,Drama
755,Movie 755,Sci-Fi
756,Movie 756,Action
757,Movie 757,Thriller
758,Movie 758,Romance
759,Movie 759,Action
760,Movie 760,Drama
761,Movie 761,Romance
762,Movie 762,Drama
763,Movie 763,Drama
764,Movie 764,Comedy
765,Movie 765,Comedy
766,Movie 766,Horror
767,Movie 767,Comedy
768,Movie 768,Thriller
769,Movie 769,Action
770,Movie 770,Horror
771,Movie 771,Sci-Fi
772,Movie 772,Thriller
773,Movie 773,Romance
774,Movie 774,Thriller
775,Movie 775,Romance
776,Movie 776,Thriller
777,Movie 777,Drama
778,Movie 778,Drama
779,Movie 779,Thriller
780,Movie 780,Horror
781,Movie 781,Thriller
782,Movie 782,Romance
783,Movie 783,Sci-Fi
784,Movie 784,Thriller
785,Movie 785,Sci-Fi
786,Movie 786,Sci-Fi
787,Movie 787,Romance
788,Movie 788,Sci-Fi
789,Movie 789,Action
790,Movie 790,Action
791,Movie 791,Thriller
792,Movie 792,Horror
793,Movie 793,Drama
794,Movie 794,Comedy
795,Movie 795,Romance
796,Movie 796,Thriller
797,Movie 797,Sci-Fi
798,Movie 798,Sci-Fi
799,Movie 799,Sci-Fi
800,Movie 800,Horror
801,Movie 801,Horror
802,Movie 802,Comedy
803,Movie 803,Comedy
804,Movie 804,Drama
805,Movie 805,Thriller
806,Movie 806,Thriller
807,Movie 807,Sci-Fi
808,Movie 808,Sci-Fi
809,Movie 809,Drama
810,Movie 810,Action
811,Movie 811,Romance
812,Movie 812,Drama
813,Movie 813,Romance
814,Movie 814,Action
815,Movie 815,Comedy
816,Movie 816,Thriller
817,Movie 817,Sci-Fi
818,Movie 818,Thriller
819,Movie 819,Drama
820,Movie 820,Thriller
821,Movie 821,Horror
822,Movie 822,Action
823,Movie 823,Action
824,Movie 824,Action
825,Movie 825,Comedy
826,Movie 826,Comedy
827,Movie 827,Horror
828,Movie 828,Comedy
829,Movie 829,Action
830,Movie 830,Action
831,Movie 831,Comedy
832,Movie 832,Sci-Fi
833,Movie 833,Comedy
834,Movie 834,Thriller
835,Movie 835,Sci-Fi
836,Movie 836,Horror
837,Movie 837,Thriller
838,Movie 838,Romance
839,Movie 839,Sci-Fi
840,Movie 840,Action
841,Movie 841,Sci-Fi
842,Movie 842,Action
843,Movie 843,Horror
844,Movie 844,Action
845,Movie 845,Romance
846,Movie 846,Horror
847,Movie 847,Comedy
848,Movie 848,Sci-Fi
849,Movie 849,Comedy
850,Movie 850,Action
851,Movie 851,Sci-Fi
852,Movie 852,Thriller
853,Movie 853,Action
854,Movie 854,Horror
855,Movie 855,Romance
856,Movie 856,Comedy
857,Movie 857,Romance
858,Movie 858,Romance
859,Movie 859,Thriller
860,Movie 860,Thriller
861,Movie 861,Action
862,Movie 862,Horror
863,Movie 863,Romance
864,Movie 864,Action
865,Movie 865,Action
866,Movie 866,Drama
867,Movie 867,Sci-Fi
868,Movie 868,Drama
869,Movie 869,Sci-Fi
870,Movie 870,Comedy
871,Movie 871,Action
872,Movie 872,Thriller
873,Movie 873,Thriller
874,Movie 874,Romance
875,Movie 875,Romance
876,Movie 876,Thriller
877,Movie 877,Thriller
878,Movie 878,Romance
879,Movie 879,Horror
880,Movie 880,Horror
881,Movie 881,Action
882,Movie 882,Sci-Fi
883,Movie 883,Comedy
884,Movie 884,Drama
885,Movie 885,Sci-Fi
886,Movie 886,Drama
887,Movie 887,Romance
888,Movie 888,Comedy
889,Movie 889,Romance
890,Movie 890,Romance
891,Movie 891,Drama
892,Movie 892,Romance
893,Movie 893,Comedy
894,Movie 894,Romance
895,Movie 895,Thriller
896,Movie 896,Action
897,Movie 897,Comedy
898,Movie 898,Comedy
899,Movie 899,Comedy
900,Movie 900,Horror
901,Movie 901,Drama
902,Movie 902,Thriller
903,Movie 903,Thriller
904,Movie 904,Horror
905,Movie 905,Romance
906,Movie 906,Comedy
907,Movie 907,Thriller
908,Movie 908,Action
909,Movie 909,Comedy
910,Movie 910,Thriller
911,Movie 911,Sci-Fi
912,Movie 912,Romance
913,Movie 913,Sci-Fi
914,Movie 914,Sci-Fi
915,Movie 915,Comedy
916,Movie 916,Comedy
917,Movie 917,Horror
918,Movie 918,Horror
919,Movie 919,Horror
920,Movie 920,Sci-Fi
921,Movie 921,Comedy
922,Movie 922,Action
923,Movie 923,Sci-Fi
924,Movie 924,Romance
925,Movie 925,Thriller
926,Movie 926,Thriller
927,Movie 927,Horror
928,Movie 928,Thriller
929,Movie 929,Drama
930,Movie 930,Action
931,Movie 931,Drama
932,Movie 932,Drama
933,Movie 933,Thriller
934,Movie 934,Sci-Fi
935,Movie 935,Sci-Fi
936,Movie 936,Horror
937,Movie 937,Thriller
938,Movie 938,Drama
939,Movie 939,Horror
940,Movie 940,Horror
941,Movie 941,Comedy
942,Movie 942,Drama
943,Movie 943,Romance
944,Movie 944,Horror
945,Movie 945,Thriller
946,Movie 946,Thriller
947,Movie 947,Thriller
948,Movie 948,Drama
949,Movie 949,Sci-Fi
950,Movie 950,Drama
951,Movie 951,Thriller
952,Movie 952,Thriller
953,Movie 953,Drama
954,Movie 954,Thriller
955,Movie 955,Action
956,Movie 956,Comedy
957,Movie 957,Drama
958,Movie 958,Action
959,Movie 959,Horror
960,Movie 960,Action
961,Movie 961,Action
962,Movie 962,Sci-Fi
963,Movie 963,Action
964,Movie 964,Comedy
965,Movie 965,Comedy
966,Movie 966,Horror
967,Movie 967,Romance
968,Movie 968,Thriller
969,Movie 969,Thriller
970,Movie 970,Horror
971,Movie 971,Horror
972,Movie 972,Thriller
973,Movie 973,Drama
974,Movie 974,Drama
975,Movie 975,Romance
976,Movie 976,Thriller
977,Movie 977,Sci-Fi
978,Movie 978,Drama
979,Movie 979,Drama
980,Movie 980,Drama
981,Movie 981,Drama
982,Movie 982,Horror
983,Movie 983,Thriller
984,Movie 984,Action
985,Movie 985,Sci-Fi
986,Movie 986,Sci-Fi
987,Movie 987,Sci-Fi
988,Movie 988,Action
989,Movie 989,Horror
990,Movie 990,Horror
991,Movie 991,Romance
992,Movie 992,Thriller
993,Movie 993,Drama
994,Movie 994,Sci-Fi
995,Movie 995,Sci-Fi
996,Movie 996,Romance
997,Movie 997,Comedy
998,Movie 998,Drama
999,Movie 999,Thriller
1000,Movie 1000,Romance
1001,Movie 1001,Horror
1002,Movie 1002,Thriller
1003,Movie 1003,Comedy
1004,Movie 1004,Sci-Fi
1005,Movie 1005,Action
1006,Movie 1006,Sci-Fi
1007,Movie 1007,Horror
1008,Movie 1008,Sci-Fi
1009,Movie 1009,Thriller
1010,Movie 1010,Horror
1011,Movie 1011,Action
1012,Movie 1012,Horror
1013,Movie 1013,Comedy
1014,Movie 1014,Sci-Fi
1015,Movie 1015,Sci-Fi
1016,Movie 1016,Romance
1017,Movie 1017,Comedy
1018,Movie 1018,Horror
1019,Movie 1019,Comedy
1020,Movie 1020,Thriller
1021,Movie 1021,Sci-Fi
1022,Movie 1022,Thriller
1023,Movie 1023,Romance
1024,Movie 1024,Action
1025,Movie 1025,Sci-Fi
1026,Movie 1026,Horror
1027,Movie 1027,Horror
1028,Movie 1028,Thriller
1029,Movie 1029,Drama
1030,Movie 1030,Horror
1031,Movie 1031,Action
1032,Movie 1032,Sci-Fi
1033,Movie 1033,Action
1034,Movie 1034,Romance
1035,Movie 1035,Comedy
1036,Movie 1036,Drama
1037,Movie 1037,Comedy
1038,Movie 1038,Sci-Fi
1039,Movie 1039,Romance
1040,Movie 1040,Romance
1041,Movie 1041,Romance
1042,Movie 1042,Action
1043,Movie 1043,Action
1044,Movie 1044,Thriller
1045,Movie 1045,Sci-Fi
1046,Movie 1046,Comedy
1047,Movie 1047,Comedy
1048,Movie 1048,Thriller
1049,Movie 1049,Comedy
1050,Movie 1050,Horror
1051,Movie 1051,Action
1052,Movie 1052,Drama
1053,Movie 1053,Sci-Fi
1054,Movie 1054,Horror
1055,Movie 1055,Horror
1056,Movie 1056,Drama
1057,Movie 1057,Comedy
1058,Movie 1058,Horror
1059,Movie 1059,Action
1060,Movie 1060,Romance
1061,Movie 1061,Thriller
1062,Movie 1062,Drama
1063,Movie 1063,Comedy
1064,Movie 1064,Action
1065,Movie 1065,Sci-Fi
1066,Movie 1066,Comedy
1067,Movie 1067,Sci-Fi
1068,Movie 1068,Horror
1069,Movie 1069,Horror
1070,Movie 1070,Action
1071,Movie 1071,Drama
1072,Movie 1072,Horror
1073,Movie 1073,Comedy
1074,Movie 1074,Sci-Fi
1075,Movie 1075,Sci-Fi
1076,Movie 1076,Drama
1077,Movie 1077,Sci-Fi
1078,Movie 1078,Horror
1079,Movie 1079,Horror
1080,Movie 1080,Horror
1081,Movie 1081,Drama
1082,Movie 1082,Thriller
1083,Movie 1083,Thriller
1084,Movie 1084,Drama
1085,Movie 1085,Drama
1086,Movie 1086,Romance
