asin,title,category,price,rating,review_count
B000159,Product 159,Home & Garden,372.5349074817189,4.844478896022108,845
B000160,Product 160,Electronics,489.8021588975319,3.502068716810262,450
B000161,Product 161,Electronics,413.22451653081663,3.836952130970106,575
B000162,Product 162,Sports,10.789807957471757,3.9616021839859767,50
B000163,Product 163,Clothing,108.27628274107424,4.131895921533366,770
B000164,Product 164,Books,432.13303498547964,3.7394817396546776,568
B000165,Product 165,Books,10.907256018187628,4.181836587380545,621
B000166,Product 166,Clothing,384.4237651501147,4.646351099835488,494
B000167,Product 167,Sports,180.85769279906842,4.298861981780114,936
B000168,Product 168,Sports,265.4884692512377,3.391943495940157,516
B000169,Product 169,Home & Garden,141.2932445198536,3.5744724415251046,79
B000170,Product 170,Home & Garden,450.8588491117415,4.764453598423453,603
B000171,Product 171,Sports,250.24947334966254,4.441196493029847,327
B000172,Product 172,Books,283.9140488925394,4.368186633056619,791
B000173,Product 173,Clothing,305.0536770353811,3.375198188991677,608
B000174,Product 174,Clothing,99.36461532155438,4.136946029813609,238
B000175,Product 175,Sports,394.2883273386159,3.5014232993563708,801
B000176,Product 176,Electronics,171.04166489119413,4.284475200016477,5
B000177,Product 177,Clothing,16.64572462688443,4.2549213685239895,51
B000178,Product 178,Electronics,402.02555121984585,4.332488497648999,489
B000179,Product 179,Home & Garden,473.90835185242884,4.5167101111294246,154
B000180,Product 180,Sports,443.69268056818134,4.639849403528924,930
B000181,Product 181,Sports,377.4845147413569,4.001384138713038,538
B000182,Product 182,Books,492.77765228456195,3.3757670073257446,560
B000183,Product 183,Clothing,209.00738844303413,4.0239498483591944,43
B000184,Product 184,Sports,411.61521679105203,4.317157053807378,208
B000185,Product 185,Sports,208.70099530873742,4.713268436742214,803
B000186,Product 186,Clothing,15.824244880551085,4.423650115605389,6
B000187,Product 187,Books,114.92592350845084,4.777288789465989,307
B000188,Product 188,Electronics,48.559989920100456,4.478132617935142,993
B000189,Product 189,Sports,81.95311546959778,4.349213524911684,415
B000190,Product 190,Electronics,470.93090181910736,3.902916062997515,56
B000191,Product 191,Books,454.21200538117614,3.057199486203771,654
B000192,Product 192,Electronics,35.471114431864486,3.379256221434547,720
B000193,Product 193,Sports,65.8953821509304,3.583981591421624,909
B000194,Product 194,Clothing,303.3533364077671,4.715610824648945,826
B000195,Product 195,Sports,88.28195802778228,3.020222862261517,177
B000196,Product 196,Electronics,351.4265236286248,4.522840448234401,203
B000197,Product 197,Books,317.9872467557215,4.784582931654981,201
B000198,Product 198,Electronics,389.190980540978,4.830249176749622,240
B000199,Product 199,Sports,356.30996506350147,3.743798099911876,752
B000200,Product 200,Electronics,316.61209792559885,4.601939162477986,507
B000201,Product 201,Home & Garden,460.28149510043727,4.278497667363192,700
B000202,Product 202,Books,411.8155685721579,4.465811038312273,80
B000203,Product 203,Clothing,405.0193635691721,4.528879292061764,894
B000204,Product 204,Books,294.4063215728963,3.5287461450279825,591
B000205,Product 205,Electronics,191.70479456182554,3.407149142990395,729
B000206,Product 206,Sports,451.6633367335009,4.326403286459936,54
B000207,Product 207,Sports,104.23470160487877,3.3581311581322906,844
B000208,Product 208,Sports,355.6296018275467,3.93718942291832,340
B000209,Product 209,Electronics,491.7162322236189,3.89701663056121,826
B000210,Product 210,Clothing,418.87878255981207,3.6681545167964726,454
B000211,Product 211,Home & Garden,35.99304529327638,3.7569552161198723,526
B000212,Product 212,Clothing,238.1801165443062,4.564589827593728,70
B000213,Product 213,Clothing,198.16034697684503,3.7255071735853345,813
B000214,Product 214,Home & Garden,415.4542446230155,4.086901344003512,524
B000215,Product 215,Clothing,248.844242897989,4.666413076412394,663
B000216,Product 216,Clothing,171.31129915672201,3.3323502604554305,913
B000217,Product 217,Sports,236.66701084630031,4.268669896310268,550
B000218,Product 218,Electronics,192.13975154380964,4.53911475365669,584
B000219,Product 219,Sports,12.131258782950816,3.672844144536618,464
B000220,Product 220,Books,436.6458153607851,4.047152138503664,876
B000221,Product 221,Sports,166.75470629672958,4.859989979146974,541
B000222,Product 222,Books,180.24023253050888,3.142042639760544,167
B000223,Product 223,Sports,427.0344613965084,3.9057199429657636,588
B000224,Product 224,Home & Garden,372.65568441705005,3.419089956510671,605
B000225,Product 225,Electronics,386.1191883477302,4.183480856570132,211
B000226,Product 226,Sports,450.0808841335817,3.8859909935805703,253
B000227,Product 227,Books,217.12526461835523,4.619039260037894,56
B000228,Product 228,Electronics,37.603786165547305,3.2706586610689583,671
B000229,Product 229,Home & Garden,218.79923232574816,3.7887537825849362,486
B000230,Product 230,Clothing,82.05483363739644,4.391955911898088,119
B000231,Product 231,Electronics,263.98822894109645,4.633365404624929,989
B000232,Product 232,Home & Garden,476.26115274946443,3.7999323062150117,328
B000233,Product 233,Clothing,370.9698440953376,3.157479949811929,660
B000234,Product 234,Electronics,271.16234597478547,3.3641672086764802,690
B000235,Product 235,Sports,493.97635037475345,3.277347920930912,765
B000236,Product 236,Home & Garden,84.33971405026675,3.9563644502527744,903
B000237,Product 237,Clothing,6.993599777611443,3.2675104058528825,461
B000238,Product 238,Electronics,162.79109675373786,3.0951511844991195,407
B000239,Product 239,Clothing,270.31722303659916,4.232040222961528,893
B000240,Product 240,Electronics,371.6646415464459,4.610164313848953,751
B000241,Product 241,Electronics,83.74269482079495,4.005070758635413,181
B000242,Product 242,Home & Garden,213.59176464320294,3.583738277420684,864
B000243,Product 243,Electronics,279.0405146321305,3.3948435002408006,782
B000244,Product 244,Home & Garden,11.488968971082379,4.46616279673299,127
B000245,Product 245,Clothing,212.25546894806988,4.766103247771563,900
B000246,Product 246,Home & Garden,396.58612174607373,4.8984260322458315,626
B000247,Product 247,Electronics,214.14919466185054,4.149296019350876,444
B000248,Product 248,Electronics,478.83866226268555,4.075615338396295,727
B000249,Product 249,Sports,159.83655349394368,3.15990450146597,498
B000250,Product 250,Electronics,277.79564029314446,4.22828542104011,696
B000251,Product 251,Electronics,361.61289285740827,3.0065487270138975,355
B000252,Product 252,Clothing,416.0669315010808,4.725878404732901,266
B000253,Product 253,Sports,336.14881060581246,4.766311372458784,22
B000254,Product 254,Books,424.238227950195,4.027971841048742,569
B000255,Product 255,Home & Garden,354.60847826621256,3.7386117650308313,930
B000256,Product 256,Sports,178.09788032988575,3.388395429213551,473
B000257,Product 257,Clothing,379.14349214162473,3.245679891784299,277
B000258,Product 258,Electronics,75.08647242955682,3.109411977191205,78
B000259,Product 259,Clothing,435.97365251300073,4.500633069268469,196
B000260,Product 260,Home & Garden,220.64312461996585,4.0028288044977405,216
B000261,Product 261,Electronics,427.52929248220175,3.1282532086887294,463
B000262,Product 262,Clothing,239.3183010280333,4.58775454162719,908
B000263,Product 263,Books,386.5111891290512,4.902923197360901,527
B000264,Product 264,Home & Garden,491.9938258358112,3.823668879174394,437
B000265,Product 265,Electronics,276.20850093938634,3.1346781177032037,184
B000266,Product 266,Home & Garden,239.17754402960793,4.631632100833609,526
B000267,Product 267,Electronics,306.16690585923135,3.8913142354171866,141
B000268,Product 268,Books,362.3547728483279,4.134934584947585,456
B000269,Product 269,Home & Garden,209.97961877239933,4.865341449877915,715
B000270,Product 270,Electronics,248.06138042949456,4.106868904619373,217
B000271,Product 271,Sports,447.29821447597334,4.085881918521831,827
B000272,Product 272,Clothing,89.37043787350963,4.595877761933612,301
B000273,Product 273,Home & Garden,291.973928179224,3.7443463289022736,124
B000274,Product 274,Electronics,368.82146052367113,4.448012402233442,458
B000275,Product 275,Clothing,293.15631545453476,3.600522470493538,89
B000276,Product 276,Electronics,290.8645573072791,3.3870977564834845,832
B000277,Product 277,Home & Garden,131.99676642879905,3.4534537167894817,425
B000278,Product 278,Books,283.123872590478,3.289669918327726,896
B000279,Product 279,Clothing,290.17614873665354,4.278041592378807,482
B000280,Product 280,Books,15.542953970011604,3.4225216486170433,645
B000281,Product 281,Electronics,59.942432599352976,3.250969265890543,804
B000282,Product 282,Clothing,269.71950123039954,4.4185348757559275,141
B000283,Product 283,Sports,267.8251372145068,4.0822652465367435,51
B000284,Product 284,Home & Garden,409.85956832652124,4.870146929357393,724
B000285,Product 285,Electronics,133.55951901488322,4.073337656300079,796
B000286,Product 286,Home & Garden,34.386518238519756,3.558830948690435,432
B000287,Product 287,Sports,141.96130727398997,3.2105482738327513,645
B000288,Product 288,Sports,226.72823352041422,3.055427999470008,938
B000289,Product 289,Books,222.15388150033596,3.2010557468680587,668
B000290,Product 290,Electronics,404.546341085639,3.9590384423267846,552
B000291,Product 291,Home & Garden,307.65646765614616,3.727827596873894,515
B000292,Product 292,Clothing,394.4256496915505,3.3004190071649657,70
B000293,Product 293,Books,112.39023794739082,3.9911445408784205,803
B000294,Product 294,Books,425.27863709426236,3.15792205074921,819
B000295,Product 295,Clothing,202.17167616116478,3.4300052235722505,282
B000296,Product 296,Home & Garden,324.852959995333,4.7553106230100814,491
B000297,Product 297,Home & Garden,424.74864531423947,3.516038192235176,792
B000298,Product 298,Sports,86.6526921316623,3.263411679142979,784
B000299,Product 299,Electronics,276.6496973783603,3.808728818686342,715
B000300,Product 300,Home & Garden,194.376348952492,4.946446061773405,568
B000301,Product 301,Clothing,58.38492678714205,4.794466802167856,127
B000302,Product 302,Clothing,456.23061670761933,4.2537126765749305,529
B000303,Product 303,Electronics,63.29560363574141,4.619352967173012,814
B000304,Product 304,Home & Garden,382.09805531495266,3.8442657375245863,319
B000305,Product 305,Clothing,461.17383930583964,3.1702472560419714,305
B000306,Product 306,Home & Garden,69.46441262381167,4.118551932561325,5
B000307,Product 307,Books,134.01323901895128,4.288798932079974,38
B000308,Product 308,Electronics,235.48283920599917,4.975386418488638,603
B000309,Product 309,Clothing,139.3949733154989,4.593994644050786,524
B000310,Product 310,Home & Garden,177.89510127867962,3.1490232907444478,921
B000311,Product 311,Electronics,289.5071106030766,4.36229377950616,479
B000312,Product 312,Sports,285.7513677977088,4.471728147868627,851
B000313,Product 313,Electronics,492.1621904161887,4.853362113039417,740
B000314,Product 314,Clothing,298.4419308114904,3.956728534641579,817
B000315,Product 315,Clothing,122.30257524537816,3.955471332801287,786
B000316,Product 316,Sports,444.5977619934864,4.015487076657404,782
B000317,Product 317,Home & Garden,352.1086349839317,3.1165057565959327,3
B000318,Product 318,Sports,241.8068993685184,3.946166661914544,708
B000319,Product 319,Electronics,20.581020800909716,3.8734175040017558,557
B000320,Product 320,Books,288.36829176211415,3.7401378171932063,271
B000321,Product 321,Books,396.19989648298656,3.1087849602521285,642
B000322,Product 322,Clothing,6.190971582217257,3.5778081056533813,600
B000323,Product 323,Books,56.25098768579919,3.5309318688373197,488
B000324,Product 324,Home & Garden,325.7205550020446,3.5426387859413473,231
B000325,Product 325,Electronics,380.880485968633,3.668212957266878,126
B000326,Product 326,Electronics,435.5458965652187,4.029231778752228,245
B000327,Product 327,Sports,327.1518016204306,4.528735865755049,125
B000328,Product 328,Home & Garden,16.333962086043762,3.5535264530385113,729
B000329,Product 329,Sports,254.2661714154828,3.768185693783808,251
B000330,Product 330,Home & Garden,159.6516472320214,4.801867738099976,42
B000331,Product 331,Home & Garden,399.0134752632506,4.3285089502464205,127
B000332,Product 332,Home & Garden,63.04884368924456,4.19307477497313,307
B000333,Product 333,Sports,409.44418760109414,3.7864827555492395,542
B000334,Product 334,Electronics,366.848382953356,3.938785243101841,925
B000335,Product 335,Books,59.1873377741046,4.47759966104587,158
B000336,Product 336,Sports,446.3121710856786,4.6738527717699565,533
B000337,Product 337,Electronics,394.6221887669009,3.471450047072664,346
B000338,Product 338,Electronics,176.08035716620813,4.165088521761451,690
B000339,Product 339,Books,303.96369019475105,3.923587718713513,94
B000340,Product 340,Sports,165.3799183174587,3.4897508960182635,484
B000341,Product 341,Home & Garden,440.8270101308887,4.7918604144577595,936
B000342,Product 342,Clothing,388.34099257080254,3.1342770780588527,278
B000343,Product 343,Sports,446.2529208122114,4.45547287657842,701
B000344,Product 344,Sports,499.9991375075582,3.3827820529942247,59
B000345,Product 345,Sports,297.38875649828367,3.916294997410197,227
B000346,Product 346,Books,63.33701361113265,3.2183499096428596,78
B000347,Product 347,Clothing,249.65137956330858,4.565498196141498,62
B000348,Product 348,Clothing,312.71630493492154,4.45510281528699,629
B000349,Product 349,Electronics,338.4532656295842,4.253253728612166,771
B000350,Product 350,Clothing,101.04110799770167,4.0723268471830725,831
B000351,Product 351,Books,112.89774924153878,3.0683062965967656,262
B000352,Product 352,Books,156.34726679609747,4.952342730273923,298
B000353,Product 353,Home & Garden,211.54397476109838,4.2819750816370075,126
B000354,Product 354,Clothing,395.9091747448077,3.462592029087282,130
B000355,Product 355,Clothing,63.89389188316367,4.026112322324744,896
B000356,Product 356,Sports,188.02472073926805,3.6529271338537352,216
B000357,Product 357,Electronics,459.02761843496984,4.372626315178602,417
B000358,Product 358,Home & Garden,112.28659299282825,3.179115362870643,749
B000359,Product 359,Books,195.8026481374594,4.085439484600504,922
B000360,Product 360,Home & Garden,256.43098062736226,3.4298970820955663,174
B000361,Product 361,Books,127.3801489852633,4.085692970029034,258
B000362,Product 362,Sports,34.334772032254946,4.159156075633944,290
B000363,Product 363,Clothing,331.9513990563254,3.5389366602131442,531
B000364,Product 364,Home & Garden,485.87316339645423,4.842529203531864,371
B000365,Product 365,Books,494.9167782005258,3.3971646536810187,232
B000366,Product 366,Home & Garden,84.08424316026138,4.559000316890897,517
B000367,Product 367,Books,94.08292600952566,3.5010123876607544,493
B000368,Product 368,Home & Garden,374.8400437825872,4.547735608520848,684
B000369,Product 369,Clothing,87.37277547575765,4.205715464052677,723
B000370,Product 370,Electronics,173.26713370653025,4.445845181749558,742
B000371,Product 371,Electronics,148.72255605721088,4.296281236096102,530
B000372,Product 372,Electronics,318.30858841429296,4.9583072228056375,243
B000373,Product 373,Clothing,81.69307466680844,3.3228574680249077,485
B000374,Product 374,Electronics,456.3789552541588,4.360815460293244,635
B000375,Product 375,Books,330.89571315825884,4.877169139054296,499
B000376,Product 376,Sports,58.85682921586791,4.479827327432557,745
B000377,Product 377,Books,440.30276044581444,3.641587006355911,354
B000378,Product 378,Sports,122.3425434424588,4.737467390465898,562
B000379,Product 379,Clothing,439.86039992665525,4.3663380222996935,237
B000380,Product 380,Books,116.64329648451796,3.95138322252789,318
B000381,Product 381,Clothing,186.25580798063115,3.4852529785345476,278
B000382,Product 382,Electronics,375.5271872736529,4.716979241984204,699
B000383,Product 383,Electronics,329.7017445353673,3.9286937419241594,816
B000384,Product 384,Sports,217.8516681051079,4.287427861305456,474
B000385,Product 385,Electronics,387.1792799454698,3.846529280279956,538
B000386,Product 386,Sports,107.9797230295137,3.331576140846998,778
B000387,Product 387,Electronics,41.26307421693527,3.679045775930377,970
B000388,Product 388,Electronics,102.92531963817608,3.5992060309561,594
B000389,Product 389,Electronics,448.8692943660872,4.093947549963451,571
B000390,Product 390,Clothing,321.0063601410105,3.163617924166001,292
B000391,Product 391,Electronics,52.7428896005262,3.1294377000960623,220
B000392,Product 392,Electronics,488.74772298073304,4.594725409716302,800
B000393,Product 393,Home & Garden,57.02032713645879,3.4082781107967666,562
B000394,Product 394,Clothing,145.02138977510657,3.934313385141716,228
B000395,Product 395,Sports,228.91661706527157,4.941838645962425,574
B000396,Product 396,Clothing,301.12986786650646,4.125269209095819,87
B000397,Product 397,Books,51.13887893055389,3.3302612688193345,882
B000398,Product 398,Home & Garden,366.35385693496767,3.3888376457189846,201
B000399,Product 399,Clothing,133.65862537880932,4.552209468661632,812
B000400,Product 400,Sports,243.6770415800287,4.2735223764678665,645
B000401,Product 401,Books,226.2598393396787,4.447555039307126,25
B000402,Product 402,Electronics,372.24979448239753,4.319144045563309,748
B000403,Product 403,Books,330.19408077786403,4.402211935527582,933
B000404,Product 404,Clothing,416.6132071834538,3.254694200704438,219
B000405,Product 405,Clothing,417.31702551114165,4.079383236129552,413
B000406,Product 406,Home & Garden,62.13807270721527,4.473252204193099,46
B000407,Product 407,Home & Garden,407.42751472788825,4.048240400464085,566
B000408,Product 408,Books,194.68808103760924,4.424613390174421,342
B000409,Product 409,Home & Garden,413.1482517190886,3.6333008037296675,531
B000410,Product 410,Sports,225.7594968152862,3.575199740803516,574
B000411,Product 411,Home & Garden,36.1314665630175,3.3147055420490643,211
B000412,Product 412,Clothing,142.77700540062472,4.389950766678307,757
B000413,Product 413,Sports,157.37457147706013,3.326242311413398,948
B000414,Product 414,Clothing,274.6550868983726,3.627639244287658,711
B000415,Product 415,Sports,50.49429304038058,3.664527791942515,369
B000416,Product 416,Home & Garden,488.3831109048796,3.768383401424169,364
B000417,Product 417,Home & Garden,321.48687451410905,3.840731388277555,922
B000418,Product 418,Home & Garden,264.5563071752941,3.996977118606983,542
B000419,Product 419,Electronics,226.61613058086772,3.936753358837227,29
B000420,Product 420,Electronics,330.01317898326266,4.78447074126176,589
B000421,Product 421,Clothing,430.5300950493945,3.1202426390252738,792
B000422,Product 422,Sports,54.51904153011775,4.6049971950893696,347
B000423,Product 423,Clothing,234.6078947071773,4.581016737428584,36
B000424,Product 424,Sports,179.2844422159091,3.035949068574741,15
B000425,Product 425,Electronics,461.65723331395736,3.1868836874562225,587
B000426,Product 426,Clothing,314.352720804779,4.835783123489103,277
B000427,Product 427,Books,357.3580508993271,4.507032902947939,580
B000428,Product 428,Electronics,458.7954512521145,3.904078607294913,978
B000429,Product 429,Home & Garden,47.14116735293289,4.435211099108293,340
B000430,Product 430,Home & Garden,181.41638601300104,4.3350061383366505,432
B000431,Product 431,Clothing,273.8943118777032,4.727956621522034,199
B000432,Product 432,Books,221.382303818392,3.10096780662514,861
B000433,Product 433,Clothing,378.9749275900793,3.581745541229603,723
B000434,Product 434,Electronics,90.70309389016153,3.4678549064020623,722
